Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Tommy DeVito,NYG,15,20,175,1,2,6,29,34,78.1,9.0,2023,134
Daniel Jones,NYG,4,9,25,0,0,2,17,9,51.6,9.0,2023,134
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Matt Breida,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Deon Jackson,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Parris Campbell,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,9.0,2023,134
Aidan O'Connell,LVR,16,25,209,0,0,0,0,50,90.2,9.0,2023,134
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Jakobi Meyers,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Tre Tucker,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Davante Adams,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
DeAndre Carter,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Austin Hooper,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
Zamir White,LVR,0,0,0,0,0,0,0,0,,9.0,2023,134
