Quarter,Time,Tm,Detail,LAR,GNB,week,year,game_id
2.0,14:24,Packers,Aaron Jones 3 yard rush (Anders Carlson kick),0,7,9.0,2023,126
,1:42,Rams,Lucas Havrisik 52 yard field goal,3,7,9.0,2023,126
3.0,2:10,Packers,Anders Carlson 26 yard field goal,3,10,9.0,2023,126
4.0,9:08,Packers,Anders Carlson 34 yard field goal,3,13,9.0,2023,126
,3:49,Packers,Luke Musgrave 20 yard pass from Jordan Love (Anders Carlson kick),3,20,9.0,2023,126
