Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA,week,year,game_id
1.0,7:11,4.0,7.0,MIN 34,0.0,3.0,Younghoe Koo 52 yard field goal good,1.06,3.0,9.0,2023,128
1.0,7:06,,,ATL 35,0.0,3.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
1.0,7:06,1.0,10.0,MIN 25,0.0,3.0,Jaren Hall pass complete short left to Johnny Mundt for 18 yards (tackle by Kaden Elliss),0.61,1.8,9.0,2023,128
1.0,6:34,1.0,10.0,MIN 43,0.0,3.0,"Penalty on Dalton Risner: False Start, 4 yards (accepted) (no play)",1.8,1.53,9.0,2023,128
1.0,6:16,1.0,14.0,MIN 39,0.0,3.0,Alexander Mattison right tackle for no gain (tackle by Zach Harrison and David Onyemata),1.53,0.71,9.0,2023,128
1.0,5:42,2.0,14.0,MIN 39,0.0,3.0,Jaren Hall pass complete deep right to Alexander Mattison for 47 yards (tackle by Jeff Okudah),0.71,4.65,9.0,2023,128
1.0,4:54,1.0,10.0,ATL 14,0.0,3.0,Jaren Hall pass complete short left to Brandon Powell for 9 yards (tackle by Jessie Bates),4.65,5.67,9.0,2023,128
1.0,4:17,2.0,1.0,ATL 5,0.0,3.0,Jaren Hall pass complete short middle to K.J. Osborn for 4 yards (tackle by Arnold Ebiketie and Nathan Landman),5.67,6.97,9.0,2023,128
1.0,3:38,1.0,1.0,ATL 1,0.0,3.0,Alexander Mattison right guard for -3 yards (tackle by Nathan Landman),6.97,5.34,9.0,2023,128
1.0,2:56,2.0,4.0,ATL 4,0.0,3.0,Jaren Hall pass incomplete short middle intended for T.J. Hockenson,5.34,4.49,9.0,2023,128
1.0,2:49,3.0,4.0,ATL 4,0.0,3.0,Jaren Hall scrambles right end for 3 yards (tackle by Jeff Okudah and Kaden Elliss),4.49,3.55,9.0,2023,128
1.0,2:23,4.0,1.0,ATL 1,3.0,3.0,Greg Joseph 19 yard field goal good,3.55,3.0,9.0,2023,128
1.0,2:20,,,MIN 35,3.0,3.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
1.0,2:20,1.0,10.0,ATL 25,3.0,3.0,Taylor Heinicke pass complete short right to Mack Hollins for 18 yards (tackle by Jordan Hicks),0.61,1.8,9.0,2023,128
1.0,1:59,1.0,10.0,ATL 43,3.0,3.0,Taylor Heinicke pass complete short right to Mack Hollins for 9 yards (tackle by Jordan Hicks),1.8,2.47,9.0,2023,128
1.0,1:21,2.0,1.0,MIN 48,3.0,3.0,Bijan Robinson left tackle for 6 yards (tackle by Danielle Hunter),2.47,2.79,9.0,2023,128
1.0,0:46,1.0,10.0,MIN 42,3.0,3.0,Taylor Heinicke pass incomplete short right intended for Bijan Robinson,2.79,2.24,9.0,2023,128
1.0,0:42,2.0,10.0,MIN 42,3.0,3.0,Taylor Heinicke pass complete short left to Kyle Pitts for 6 yards (tackle by Jordan Hicks),2.24,2.34,9.0,2023,128
1.0,0:08,3.0,4.0,MIN 36,3.0,3.0,Taylor Heinicke pass incomplete deep right intended for KhaDarel Hodge,2.34,0.89,9.0,2023,128
1.0,0:02,4.0,4.0,MIN 36,3.0,3.0,"Taylor Heinicke pass complete short right to Cordarrelle Patterson for no gain. Penalty on Van Jefferson: Offensive Pass Interference, 10 yards (accepted) (no play)",0.89,0.2,9.0,2023,128
2.0,15:00,4.0,14.0,MIN 46,3.0,3.0,"Bradley Pinion punts 39 yards, fair catch by Brandon Powell at MIN-7",0.2,0.38,9.0,2023,128
2.0,14:53,1.0,10.0,MIN 7,3.0,3.0,Cam Akers left guard for -2 yards (tackle by Ta'Quon Graham),-0.38,-0.93,9.0,2023,128
2.0,14:16,2.0,12.0,MIN 5,3.0,3.0,Joshua Dobbs pass incomplete short right intended for T.J. Hockenson,-0.93,-1.65,9.0,2023,128
2.0,14:12,3.0,12.0,MIN 5,3.0,5.0,"Joshua Dobbs sacked by Calais Campbell for -5 yards, safety.",-1.65,-2.0,9.0,2023,128
2.0,14:04,,,MIN 20,3.0,5.0,"Ryan Wright kicks off 47 yards, returned by DeAundre Alford for 5 yards (tackle by NaJee Thompson)",0.0,1.47,9.0,2023,128
2.0,14:01,1.0,10.0,ATL 38,3.0,5.0,Tyler Allgeier right tackle for 4 yards (tackle by Josh Metellus and T.J. Smith),1.47,1.46,9.0,2023,128
2.0,13:28,2.0,6.0,ATL 42,3.0,5.0,Taylor Heinicke pass incomplete deep left intended for Damiere Byrd (defended by Camryn Bynum),1.46,0.76,9.0,2023,128
2.0,13:22,3.0,6.0,ATL 42,3.0,5.0,Taylor Heinicke pass complete short right to Jonnu Smith for 16 yards (tackle by Jordan Hicks),0.76,2.79,9.0,2023,128
2.0,12:50,1.0,10.0,MIN 42,3.0,5.0,Bijan Robinson right end for 2 yards (tackle by Harrison Phillips),2.79,2.51,9.0,2023,128
2.0,12:13,2.0,8.0,MIN 40,3.0,5.0,Bijan Robinson right guard for 3 yards (tackle by Jonathan Bullard and Harrison Phillips),2.51,2.21,9.0,2023,128
2.0,11:33,3.0,5.0,MIN 37,3.0,5.0,Taylor Heinicke pass complete short right to Kyle Pitts for 11 yards (tackle by Camryn Bynum),2.21,3.84,9.0,2023,128
2.0,10:57,1.0,10.0,MIN 26,3.0,5.0,Taylor Heinicke pass complete short middle to Bijan Robinson for 1 yard (tackle by Ivan Pace),3.84,3.43,9.0,2023,128
2.0,10:23,2.0,9.0,MIN 25,3.0,5.0,Taylor Heinicke pass complete short right to Tyler Allgeier for -8 yards (tackle by Danielle Hunter and Jordan Hicks),3.43,1.69,9.0,2023,128
2.0,9:45,3.0,17.0,MIN 33,3.0,5.0,Taylor Heinicke pass complete short right to Mack Hollins for 9 yards (tackle by Byron Murphy),1.69,1.87,9.0,2023,128
2.0,9:02,4.0,8.0,MIN 24,3.0,8.0,Younghoe Koo 43 yard field goal good,1.87,3.0,9.0,2023,128
2.0,8:57,,,ATL 35,3.0,8.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
2.0,8:57,1.0,10.0,MIN 25,3.0,8.0,Cam Akers right tackle for -3 yards (tackle by Bud Dupree and DeAundre Alford),0.61,-0.34,9.0,2023,128
2.0,8:33,2.0,13.0,MIN 22,3.0,8.0,Cam Akers right tackle for 2 yards (tackle by David Onyemata and Kentavius Street),-0.34,-0.76,9.0,2023,128
2.0,7:50,3.0,11.0,MIN 24,3.0,8.0,"Joshua Dobbs pass incomplete short middle intended for Brandon Powell. Penalty on Nathan Landman: Defensive Pass Interference, 2 yards (accepted) (no play)",-0.76,0.67,9.0,2023,128
2.0,7:45,1.0,10.0,MIN 26,3.0,8.0,"Joshua Dobbs sacked by Arnold Ebiketie for -4 yards. Joshua Dobbs fumbles (forced by Arnold Ebiketie), recovered by Lorenzo Carter at MIN-20 and returned for 19 yards (tackle by Josh Oliver)",0.67,-6.97,9.0,2023,128
2.0,7:33,1.0,1.0,MIN 1,3.0,8.0,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",6.97,5.83,9.0,2023,128
2.0,7:33,1.0,6.0,MIN 6,3.0,8.0,Taylor Heinicke pass complete short right to Jonnu Smith for 5 yards (tackle by Khyiris Tonga),5.83,5.91,9.0,2023,128
2.0,6:58,2.0,1.0,MIN 1,3.0,8.0,Jonnu Smith left end for no gain (tackle by Josh Metellus and Danielle Hunter),5.91,5.17,9.0,2023,128
2.0,6:20,3.0,1.0,MIN 1,3.0,8.0,Tyler Allgeier left end for -4 yards (tackle by Jordan Hicks and Josh Metellus),5.17,3.01,9.0,2023,128
2.0,5:35,4.0,5.0,MIN 5,3.0,11.0,Younghoe Koo 23 yard field goal good,3.01,3.0,9.0,2023,128
2.0,5:32,,,ATL 35,3.0,11.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
2.0,5:32,1.0,10.0,MIN 25,3.0,11.0,Alexander Mattison left end for 1 yard (tackle by Calais Campbell),0.61,0.2,9.0,2023,128
2.0,4:57,2.0,9.0,MIN 26,3.0,11.0,Alexander Mattison right guard for 1 yard (tackle by David Onyemata and Nathan Landman),0.2,-0.36,9.0,2023,128
2.0,4:13,3.0,8.0,MIN 27,3.0,11.0,"Joshua Dobbs pass complete short middle to K.J. Osborn for 13 yards (tackle by DeAundre Alford and Jeff Okudah). Penalty on DeAundre Alford: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.36,2.59,9.0,2023,128
2.0,3:52,1.0,10.0,ATL 45,3.0,11.0,Joshua Dobbs pass complete short right to Cam Akers for 5 yards (tackle by David Onyemata and Kentavius Street),2.59,2.72,9.0,2023,128
2.0,3:26,2.0,5.0,ATL 40,3.0,11.0,Cam Akers right tackle for 6 yards (tackle by Richie Grant),2.72,3.31,9.0,2023,128
2.0,2:49,1.0,10.0,ATL 34,3.0,11.0,Joshua Dobbs pass incomplete short left intended for Jordan Addison (defended by Jeff Okudah),3.31,2.77,9.0,2023,128
2.0,2:44,2.0,10.0,ATL 34,3.0,11.0,Alexander Mattison right tackle for -1 yards (tackle by Kentavius Street and David Onyemata),2.77,1.95,9.0,2023,128
2.0,2:00,3.0,11.0,ATL 35,3.0,11.0,Joshua Dobbs pass complete deep left to Jordan Addison for 22 yards (tackle by Jessie Bates),1.95,4.71,9.0,2023,128
2.0,1:30,1.0,10.0,ATL 13,3.0,11.0,Cam Akers sacked by Nathan Landman for -7 yards,4.71,3.21,9.0,2023,128
2.0,1:23,2.0,17.0,ATL 20,3.0,11.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by David Onyemata and Richie Grant),3.21,3.12,9.0,2023,128
2.0,1:17,,,,,,Timeout #1 by Atlanta Falcons,,,9.0,2023,128
2.0,1:17,3.0,10.0,ATL 13,3.0,11.0,Joshua Dobbs scrambles right end for 11 yards (tackle by Calais Campbell),3.12,6.74,9.0,2023,128
2.0,1:06,1.0,2.0,ATL 2,3.0,11.0,Cam Akers right tackle for no gain (tackle by Kaden Elliss),6.74,5.72,9.0,2023,128
2.0,1:00,,,,,,Timeout #2 by Atlanta Falcons,,,9.0,2023,128
2.0,1:00,2.0,2.0,ATL 2,9.0,11.0,"Joshua Dobbs pass complete short right to Alexander Mattison for 2 yards, touchdown",5.72,7.0,9.0,2023,128
2.0,0:55,,,ATL 15,10.0,11.0,Greg Joseph kicks extra point good,0.0,0.0,9.0,2023,128
2.0,0:55,,,MIN 35,10.0,11.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
2.0,0:55,1.0,10.0,ATL 25,10.0,11.0,Bijan Robinson left tackle for 3 yards (tackle by D.J. Wonnum),0.61,0.47,9.0,2023,128
2.0,0:51,,,,,,Timeout #1 by Minnesota Vikings,,,9.0,2023,128
2.0,0:51,2.0,7.0,ATL 28,10.0,11.0,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",0.47,-0.21,9.0,2023,128
2.0,0:51,2.0,12.0,ATL 23,10.0,11.0,Taylor Heinicke scrambles left end for 6 yards (tackle by D.J. Wonnum),-0.21,-0.1,9.0,2023,128
2.0,0:44,3.0,6.0,ATL 29,10.0,11.0,Taylor Heinicke pass complete short left to KhaDarel Hodge for 9 yards (tackle by Akayleb Evans),-0.1,1.47,9.0,2023,128
2.0,0:32,1.0,10.0,ATL 38,10.0,11.0,Taylor Heinicke spiked the ball,1.47,0.92,9.0,2023,128
2.0,0:30,2.0,10.0,ATL 38,10.0,11.0,Taylor Heinicke pass incomplete short left intended for Bijan Robinson,0.92,0.23,9.0,2023,128
2.0,0:25,3.0,10.0,ATL 38,10.0,11.0,Taylor Heinicke pass incomplete deep right intended for Van Jefferson,0.23,-0.85,9.0,2023,128
2.0,0:21,4.0,10.0,ATL 38,10.0,11.0,"Bradley Pinion punts 46 yards, returned by Brandon Powell for 24 yards (tackle by DeAngelo Malone)",-0.85,-1.6,9.0,2023,128
2.0,0:09,1.0,10.0,MIN 40,10.0,11.0,Joshua Dobbs kneels for -1 yards,1.6,0.92,9.0,2023,128
3.0,15:00,,,ATL 35,10.0,11.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
3.0,15:00,1.0,10.0,MIN 25,10.0,11.0,Joshua Dobbs pass complete short right to Jordan Addison for no gain (tackle by Jeff Okudah),0.61,0.06,9.0,2023,128
3.0,14:31,2.0,10.0,MIN 25,10.0,11.0,Alexander Mattison left tackle for 8 yards (tackle by Zach Harrison),0.06,0.43,9.0,2023,128
3.0,13:53,3.0,2.0,MIN 33,10.0,11.0,"Joshua Dobbs sacked by David Onyemata for -3 yards. Joshua Dobbs fumbles (forced by David Onyemata), recovered by Kentavius Street at MIN-30 (tackle by David Onyemata)",0.43,-3.58,9.0,2023,128
3.0,13:47,1.0,10.0,MIN 30,10.0,11.0,Bijan Robinson right end for 2 yards (tackle by Danielle Hunter),3.58,3.3,9.0,2023,128
3.0,13:12,2.0,8.0,MIN 28,10.0,11.0,Taylor Heinicke sacked by Jordan Hicks for -8 yards,3.3,1.55,9.0,2023,128
3.0,12:27,3.0,16.0,MIN 36,10.0,11.0,"Taylor Heinicke pass incomplete deep right intended for KhaDarel Hodge ATL challenged the pass completion ruling, and the play was upheld.",1.55,0.88,9.0,2023,128
3.0,12:19,4.0,16.0,MIN 36,10.0,14.0,"Younghoe Koo 54 yard field goal good. Penalty on Jay Ward: Running Into the Kicker, 5 yards (declined)",0.88,3.0,9.0,2023,128
3.0,12:15,,,ATL 35,10.0,14.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
3.0,12:15,1.0,10.0,MIN 25,10.0,14.0,Cam Akers left end for -1 yards (tackle by Lorenzo Carter and Albert Huggins),0.61,-0.07,9.0,2023,128
3.0,11:36,2.0,11.0,MIN 24,10.0,14.0,Joshua Dobbs pass complete short left to T.J. Hockenson for 29 yards (tackle by Jessie Bates),-0.07,2.46,9.0,2023,128
3.0,10:54,1.0,10.0,ATL 47,10.0,14.0,Cam Akers right end for 19 yards (tackle by Nathan Landman),2.46,3.71,9.0,2023,128
3.0,10:15,1.0,10.0,ATL 28,10.0,14.0,Joshua Dobbs scrambles right end for 13 yards (tackle by Jessie Bates),3.71,4.58,9.0,2023,128
3.0,9:39,1.0,10.0,ATL 15,10.0,14.0,"Joshua Dobbs aborted snap, recovered by Joshua Dobbs at ATL-18 and returned for -3 yards",4.58,3.56,9.0,2023,128
3.0,8:56,2.0,13.0,ATL 18,10.0,14.0,Cam Akers right end for 4 yards (tackle by Kaden Elliss),3.56,3.24,9.0,2023,128
3.0,8:21,3.0,9.0,ATL 14,10.0,14.0,Joshua Dobbs pass incomplete short middle intended for Trishton Jackson,3.24,2.51,9.0,2023,128
3.0,8:16,4.0,9.0,ATL 14,13.0,14.0,Greg Joseph 32 yard field goal good,2.51,3.0,9.0,2023,128
3.0,8:13,,,MIN 35,13.0,14.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
3.0,8:13,1.0,10.0,ATL 25,13.0,14.0,Taylor Heinicke pass incomplete deep left intended for Jonnu Smith (defended by Jordan Hicks),0.61,0.06,9.0,2023,128
3.0,8:09,2.0,10.0,ATL 25,13.0,14.0,Taylor Heinicke pass incomplete short right,0.06,-0.62,9.0,2023,128
3.0,8:02,3.0,10.0,ATL 25,13.0,14.0,Taylor Heinicke pass complete short middle to KhaDarel Hodge for 20 yards (tackle by Josh Metellus),-0.62,1.93,9.0,2023,128
3.0,7:29,1.0,10.0,ATL 45,13.0,14.0,Cordarrelle Patterson for no gain (no play),1.93,1.6,9.0,2023,128
3.0,7:04,1.0,15.0,ATL 40,13.0,20.0,"Taylor Heinicke pass complete short right to Jonnu Smith for 60 yards, touchdown",1.6,7.0,9.0,2023,128
3.0,6:54,,,MIN 15,13.0,21.0,Younghoe Koo kicks extra point good,0.0,0.0,9.0,2023,128
3.0,6:54,,,ATL 35,13.0,21.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
3.0,6:54,1.0,10.0,MIN 25,13.0,21.0,Alexander Mattison right tackle for 5 yards (tackle by Nathan Landman and Lorenzo Carter),0.61,0.74,9.0,2023,128
3.0,6:11,2.0,5.0,MIN 30,13.0,21.0,Alexander Mattison left guard for no gain (tackle by Nathan Landman and Lorenzo Carter),0.74,0.04,9.0,2023,128
3.0,5:28,3.0,5.0,MIN 30,13.0,21.0,Joshua Dobbs pass incomplete short middle intended for Jordan Addison (defended by Jessie Bates),0.04,-1.37,9.0,2023,128
3.0,5:21,4.0,5.0,MIN 30,13.0,21.0,"Ryan Wright punts 52 yards, returned by DeAundre Alford for no gain (tackle by Jay Ward and NaJee Thompson)",-1.37,-0.04,9.0,2023,128
3.0,5:12,1.0,10.0,ATL 18,13.0,21.0,"Bijan Robinson left end for 14 yards. Bijan Robinson fumbles (forced by Akayleb Evans), recovered by Josh Metellus at ATL-40 (tackle by Akayleb Evans)",0.04,-2.92,9.0,2023,128
3.0,4:54,1.0,10.0,ATL 40,13.0,21.0,Joshua Dobbs pass complete short right to Josh Oliver for 2 yards (tackle by David Onyemata),2.92,2.64,9.0,2023,128
3.0,4:14,2.0,8.0,ATL 38,13.0,21.0,Joshua Dobbs pass incomplete short middle intended for T.J. Hockenson (defended by Kaden Elliss),2.64,1.95,9.0,2023,128
3.0,4:10,3.0,8.0,ATL 38,13.0,21.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 9 yards (tackle by Jeff Okudah and Richie Grant),1.95,3.64,9.0,2023,128
3.0,3:33,1.0,10.0,ATL 29,13.0,21.0,Alexander Mattison left guard for 6 yards (tackle by Kentavius Street and Richie Grant),3.64,3.91,9.0,2023,128
3.0,3:07,2.0,4.0,ATL 23,13.0,21.0,Alexander Mattison for 5 yards (tackle by David Onyemata),3.91,4.37,9.0,2023,128
3.0,2:29,1.0,10.0,ATL 18,19.0,21.0,"Joshua Dobbs scrambles right end for 18 yards, touchdown",4.37,7.0,9.0,2023,128
3.0,2:20,,,ATL 2,21.0,21.0,Two Point Attempt: Joshua Dobbs pass complete to to Trishton Jackson for no gain,1.0,1.0,9.0,2023,128
3.0,2:20,,,MIN 35,21.0,21.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
3.0,2:20,1.0,10.0,ATL 25,21.0,21.0,Taylor Heinicke pass deep right intended for Damiere Byrd is intercepted by Byron Murphy at ATL-42 and returned for 18 yards (tackle by Jonnu Smith),0.61,-3.97,9.0,2023,128
3.0,2:12,1.0,10.0,ATL 24,21.0,21.0,Joshua Dobbs pass complete short left to Cam Akers for 11 yards (tackle by Albert Huggins and Kaden Elliss),3.97,4.71,9.0,2023,128
3.0,1:30,1.0,10.0,ATL 13,21.0,21.0,Joshua Dobbs pass complete short left to Josh Oliver for -1 yards (tackle by AJ Terrell and Richie Grant),4.71,3.9,9.0,2023,128
3.0,0:50,2.0,11.0,ATL 14,21.0,21.0,Joshua Dobbs pass complete short left to Cam Akers for -3 yards (tackle by AJ Terrell),3.9,2.88,9.0,2023,128
4.0,15:00,3.0,14.0,ATL 17,21.0,21.0,Alexander Mattison left guard for 4 yards (tackle by Arnold Ebiketie),2.88,2.57,9.0,2023,128
4.0,14:22,4.0,10.0,ATL 13,24.0,21.0,Greg Joseph 31 yard field goal good,2.57,3.0,9.0,2023,128
4.0,14:18,,,MIN 35,24.0,21.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,128
4.0,14:18,1.0,10.0,ATL 25,24.0,21.0,Taylor Heinicke scrambles right end for 1 yard (tackle by Harrison Smith),0.61,0.2,9.0,2023,128
4.0,14:00,2.0,9.0,ATL 26,24.0,21.0,Taylor Heinicke pass incomplete short right intended for Tyler Allgeier,0.2,-0.49,9.0,2023,128
4.0,13:56,3.0,9.0,ATL 26,24.0,21.0,Taylor Heinicke pass complete deep right to Kyle Pitts for 27 yards (tackle by Akayleb Evans),-0.49,2.46,9.0,2023,128
4.0,13:22,1.0,10.0,MIN 47,24.0,21.0,Tyler Allgeier right tackle for 2 yards (tackle by Danielle Hunter),2.46,2.18,9.0,2023,128
4.0,12:51,2.0,8.0,MIN 45,24.0,21.0,Taylor Heinicke pass incomplete deep right intended for Van Jefferson,2.18,1.49,9.0,2023,128
4.0,12:47,3.0,8.0,MIN 45,24.0,21.0,Taylor Heinicke pass incomplete short middle intended for Van Jefferson,1.49,0.27,9.0,2023,128
4.0,12:42,4.0,8.0,MIN 45,24.0,21.0,"Bradley Pinion punts 45 yards, touchback.",0.27,-0.28,9.0,2023,128
4.0,12:33,1.0,10.0,MIN 20,24.0,21.0,Joshua Dobbs pass incomplete short right,0.28,-0.27,9.0,2023,128
4.0,12:27,2.0,10.0,MIN 20,24.0,21.0,Alexander Mattison left guard for 4 yards (tackle by Zach Harrison and Nathan Landman),-0.27,-0.43,9.0,2023,128
4.0,11:49,3.0,6.0,MIN 24,24.0,21.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 6 yards (tackle by Micah Abernathy and Jessie Bates),-0.43,0.94,9.0,2023,128
4.0,11:24,1.0,10.0,MIN 30,24.0,21.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by Kaden Elliss),0.94,1.34,9.0,2023,128
4.0,10:53,2.0,3.0,MIN 37,24.0,21.0,Alexander Mattison left guard for 8 yards (tackle by Kaden Elliss and Jessie Bates),1.34,1.93,9.0,2023,128
4.0,10:29,1.0,10.0,MIN 45,24.0,21.0,Alexander Mattison left guard for 3 yards (tackle by Nathan Landman and Kentavius Street),1.93,1.79,9.0,2023,128
4.0,9:55,2.0,7.0,MIN 48,24.0,21.0,Joshua Dobbs pass complete short right to Trishton Jackson for 2 yards (tackle by Jeff Okudah),1.79,1.36,9.0,2023,128
4.0,9:17,3.0,5.0,ATL 50,24.0,21.0,Joshua Dobbs pass incomplete short middle intended for T.J. Hockenson (defended by Richie Grant),1.36,-0.06,9.0,2023,128
4.0,9:13,4.0,5.0,ATL 50,24.0,21.0,Ryan Wright punts 29 yards out of bounds,-0.06,-0.34,9.0,2023,128
4.0,9:06,1.0,10.0,ATL 21,24.0,21.0,Taylor Heinicke pass complete short right to Van Jefferson for 14 yards (tackle by Byron Murphy),0.34,1.27,9.0,2023,128
4.0,8:41,1.0,10.0,ATL 35,24.0,21.0,Bijan Robinson right guard for 3 yards (tackle by Jordan Hicks),1.27,1.13,9.0,2023,128
4.0,8:11,2.0,7.0,ATL 38,24.0,21.0,Bijan Robinson left tackle for 4 yards (tackle by Danielle Hunter and Harrison Phillips),1.13,0.96,9.0,2023,128
4.0,7:37,3.0,3.0,ATL 42,24.0,21.0,Bijan Robinson right end for 9 yards (tackle by Mekhi Blackmon),0.96,2.32,9.0,2023,128
4.0,6:56,1.0,10.0,MIN 49,24.0,21.0,Tyler Allgeier for 7 yards (tackle by Jordan Hicks and Camryn Bynum),2.32,2.73,9.0,2023,128
4.0,6:22,2.0,3.0,MIN 42,24.0,21.0,Tyler Allgeier left tackle for -1 yards (tackle by Jaquelin Roy and Danielle Hunter),2.73,1.88,9.0,2023,128
4.0,5:41,3.0,4.0,MIN 43,24.0,21.0,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",1.88,1.22,9.0,2023,128
4.0,5:41,3.0,9.0,MIN 48,24.0,21.0,Taylor Heinicke scrambles right end for 13 yards (tackle by Harrison Smith),1.22,3.25,9.0,2023,128
4.0,5:02,1.0,10.0,MIN 35,24.0,21.0,Tyler Allgeier left end for 7 yards (tackle by Harrison Phillips and Danielle Hunter),3.25,3.65,9.0,2023,128
4.0,4:26,2.0,3.0,MIN 28,24.0,21.0,Tyler Allgeier left tackle for no gain (tackle by Jonathan Bullard),3.65,2.94,9.0,2023,128
4.0,3:45,3.0,3.0,MIN 28,24.0,21.0,Tyler Allgeier right tackle for 9 yards (tackle by D.J. Wonnum),2.94,4.31,9.0,2023,128
4.0,3:02,1.0,10.0,MIN 19,24.0,21.0,Tyler Allgeier right end for 13 yards (tackle by Camryn Bynum and Harrison Smith),4.31,5.83,9.0,2023,128
4.0,2:19,1.0,6.0,MIN 6,24.0,21.0,Tyler Allgeier right end for 1 yard (tackle by Harrison Phillips),5.83,5.15,9.0,2023,128
4.0,2:13,,,,,,Timeout #1 by Minnesota Vikings,,,9.0,2023,128
4.0,2:13,2.0,5.0,MIN 5,24.0,27.0,"Tyler Allgeier left tackle for 5 yards, touchdown",5.15,7.0,9.0,2023,128
4.0,2:08,,,MIN 15,24.0,27.0,"Penalty on Van Jefferson: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.0,0.0,9.0,2023,128
