Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Cole Kmet,CHI,8,6,55,2,4.0,32,5.3,23,3.8,5.1,0,,0,0.0,1,93.2,9.0,2023,129
Darnell Mooney,CHI,6,5,82,0,5.0,13,2.6,69,13.8,4.3,0,,0,0.0,1,79.2,9.0,2023,129
D.J. Moore,CHI,5,3,44,0,2.0,37,12.3,7,2.3,19.0,0,,0,0.0,0,88.7,9.0,2023,129
Darrynton Evans,CHI,2,2,19,0,1.0,-1,-0.5,20,10.0,-0.5,0,,0,0.0,0,106.2,9.0,2023,129
Roschon Johnson,CHI,1,1,9,0,,-5,-5.0,14,14.0,-5.0,0,,0,0.0,0,104.2,9.0,2023,129
Robert Tonyan,CHI,1,1,11,0,1.0,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5,9.0,2023,129
Velus Jones Jr.,CHI,1,0,0,0,,0,,0,,-3.0,0,,0,0.0,0,39.6,9.0,2023,129
Tyler Scott,CHI,2,0,0,0,,0,,0,,6.0,0,,0,0.0,1,0.0,9.0,2023,129
Chris Olave,NOR,8,6,46,1,3.0,37,6.2,9,1.5,8.0,0,,0,0.0,0,128.1,9.0,2023,129
Juwan Johnson,NOR,5,5,29,1,2.0,20,4.0,9,1.8,4.0,0,,0,0.0,0,130.4,9.0,2023,129
Taysom Hill,NOR,5,4,13,1,1.0,9,2.3,4,1.0,2.4,0,,0,0.0,0,118.7,9.0,2023,129
Alvin Kamara,NOR,5,4,44,0,2.0,8,2.0,36,9.0,1.2,1,4.0,0,0.0,0,103.3,9.0,2023,129
Rashid Shaheed,NOR,3,3,22,0,1.0,6,2.0,16,5.3,2.0,0,,0,0.0,0,97.2,9.0,2023,129
Jamaal Williams,NOR,3,2,6,0,,3,1.5,3,1.5,1.0,0,,0,0.0,0,70.1,9.0,2023,129
Foster Moreau,NOR,1,1,23,0,1.0,10,10.0,13,13.0,10.0,0,,0,0.0,0,118.7,9.0,2023,129
Kendre Miller,NOR,1,1,31,0,1.0,-5,-5.0,36,36.0,-5.0,0,,0,0.0,0,118.7,9.0,2023,129
Michael Thomas,NOR,1,0,0,0,,0,,0,,9.0,0,,1,100.0,0,39.6,9.0,2023,129
