Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Byron Murphy,MIN,1,18,0,18,2,0.0,3,3,0,1,0,0,0,0,0,9.0,2023,128
Jordan Hicks,MIN,0,0,0,0,1,1.0,11,9,2,2,1,0,0,0,0,9.0,2023,128
Danielle Hunter,MIN,0,0,0,0,0,0.0,9,5,4,1,0,0,0,0,0,9.0,2023,128
Akayleb Evans,MIN,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,1,9.0,2023,128
Harrison Phillips,MIN,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,9.0,2023,128
Harrison Smith,MIN,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,9.0,2023,128
Josh Metellus,MIN,0,0,0,0,0,0.0,5,3,2,1,2,1,0,0,0,9.0,2023,128
Camryn Bynum,MIN,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,9.0,2023,128
D.J. Wonnum,MIN,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,9.0,2023,128
Jonathan Bullard,MIN,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,9.0,2023,128
NaJee Thompson,MIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,9.0,2023,128
Mekhi Blackmon,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2023,128
Theo Jackson,MIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2023,128
Ivan Pace,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2023,128
Jaquelin Roy,MIN,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,9.0,2023,128
T.J. Smith,MIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2023,128
Khyiris Tonga,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2023,128
Jay Ward,MIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2023,128
Joshua Dobbs,MIN,0,0,0,0,0,0.0,0,0,0,0,0,1,-3,0,0,9.0,2023,128
Nathan Landman,ATL,0,0,0,0,1,1.0,10,5,5,2,1,0,0,0,0,9.0,2023,128
David Onyemata,ATL,0,0,0,0,0,1.0,10,5,5,0,0,0,0,0,1,9.0,2023,128
Calais Campbell,ATL,0,0,0,0,0,1.0,4,4,0,1,1,0,0,0,0,9.0,2023,128
Arnold Ebiketie,ATL,0,0,0,0,0,1.0,3,3,0,0,1,0,0,0,1,9.0,2023,128
Kaden Elliss,ATL,0,0,0,0,1,0.0,9,5,4,0,0,0,0,0,0,9.0,2023,128
Jessie Bates III,ATL,0,0,0,0,1,0.0,8,5,3,0,0,0,0,0,0,9.0,2023,128
Richie Grant,ATL,0,0,0,0,2,0.0,8,4,4,0,0,0,0,0,0,9.0,2023,128
Jeff Okudah,ATL,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0,9.0,2023,128
Kentavius Street,ATL,0,0,0,0,0,0.0,5,2,3,1,0,1,0,0,0,9.0,2023,128
Lorenzo Carter,ATL,0,0,0,0,0,0.0,3,1,2,1,0,1,19,0,0,9.0,2023,128
Zach Harrison,ATL,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,9.0,2023,128
AJ Terrell,ATL,0,0,0,0,0,0.0,3,3,0,2,0,0,0,0,0,9.0,2023,128
Micah Abernathy,ATL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,9.0,2023,128
DeAundre Alford,ATL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,9.0,2023,128
Albert Huggins,ATL,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,9.0,2023,128
Bud Dupree,ATL,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,9.0,2023,128
Ta'Quon Graham,ATL,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,9.0,2023,128
DeAngelo Malone,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2023,128
