Unnamed: 0,SEA,BAL,week,year,game_id
First Downs,6,29,9.0,2023,131
Rush-Yds-TDs,15-28-0,41-298-3,9.0,2023,131
Cmp-Att-Yd-TD-INT,13-28-157-0-1,26-33-225-1-0,9.0,2023,131
Sacked-Yards,4-34,1-8,9.0,2023,131
Net Pass Yards,123,217,9.0,2023,131
Total Yards,151,515,9.0,2023,131
Fumbles-Lost,1-1,3-2,9.0,2023,131
Turnovers,2,2,9.0,2023,131
Penalties-Yards,5-29,3-11,9.0,2023,131
Third Down Conv.,1-12,6-13,9.0,2023,131
Fourth Down Conv.,0-1,1-2,9.0,2023,131
Time of Possession,19:56,40:04,9.0,2023,131
