Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bills,-7.0,6.05,2.62,3.43,-6.46,-14.35,-18.91,3.04,0.0,0.96,-1.77,2.28,0.75,-1.17,0.87,9.0,2023,135
Bengals,7.0,14.35,18.91,-3.04,0.0,-6.05,-2.62,-3.43,6.46,-0.96,-2.28,1.77,1.17,-0.75,-0.87,9.0,2023,135
