Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tua Tagovailoa,MIA,2,7,0,7,9.0,2023,124
Raheem Mostert,MIA,12,85,1,25,9.0,2023,124
Jaylen Waddle,MIA,1,12,0,12,9.0,2023,124
Jeff Wilson,MIA,2,6,0,6,9.0,2023,124
Salvon Ahmed,MIA,3,4,0,9,9.0,2023,124
Tyreek Hill,MIA,1,3,0,3,9.0,2023,124
Cedrick Wilson Jr.,MIA,0,0,0,0,9.0,2023,124
Durham Smythe,MIA,0,0,0,0,9.0,2023,124
Alec Ingold,MIA,0,0,0,0,9.0,2023,124
Patrick Mahomes,KAN,6,24,0,16,9.0,2023,124
Isiah Pacheco,KAN,16,66,0,9,9.0,2023,124
Jerick McKinnon,KAN,1,2,0,2,9.0,2023,124
La'Mical Perine,KAN,1,1,0,1,9.0,2023,124
Noah Gray,KAN,0,0,0,0,9.0,2023,124
Skyy Moore,KAN,0,0,0,0,9.0,2023,124
Marquez Valdes-Scantling,KAN,0,0,0,0,9.0,2023,124
Kadarius Toney,KAN,0,0,0,0,9.0,2023,124
Rashee Rice,KAN,0,0,0,0,9.0,2023,124
Justin Watson,KAN,0,0,0,0,9.0,2023,124
Travis Kelce,KAN,0,0,0,0,9.0,2023,124
Mecole Hardman,KAN,0,0,0,0,9.0,2023,124
