Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tua Tagovailoa,MIA,0,0,0,0,0,9.0,2023,124
Raheem Mostert,MIA,1,0,0,0,0,9.0,2023,124
Jaylen Waddle,MIA,6,3,42,0,15,9.0,2023,124
Jeff Wilson,MIA,4,3,32,0,12,9.0,2023,124
Salvon Ahmed,MIA,3,2,8,0,5,9.0,2023,124
Tyreek Hill,MIA,10,8,62,0,19,9.0,2023,124
Cedrick Wilson Jr.,MIA,5,1,31,1,31,9.0,2023,124
Durham Smythe,MIA,3,3,17,0,8,9.0,2023,124
Alec Ingold,MIA,1,1,1,0,1,9.0,2023,124
Patrick Mahomes,KAN,0,0,0,0,0,9.0,2023,124
Isiah Pacheco,KAN,1,0,0,0,0,9.0,2023,124
Jerick McKinnon,KAN,2,2,22,1,17,9.0,2023,124
La'Mical Perine,KAN,1,0,0,0,0,9.0,2023,124
Noah Gray,KAN,3,3,34,0,25,9.0,2023,124
Skyy Moore,KAN,3,2,33,0,23,9.0,2023,124
Marquez Valdes-Scantling,KAN,3,2,22,0,21,9.0,2023,124
Kadarius Toney,KAN,1,1,18,0,18,9.0,2023,124
Rashee Rice,KAN,2,2,17,1,11,9.0,2023,124
Justin Watson,KAN,5,2,15,0,8,9.0,2023,124
Travis Kelce,KAN,4,3,14,0,7,9.0,2023,124
Mecole Hardman,KAN,3,3,10,0,10,9.0,2023,124
