Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Tyson Bagent,CHI,18,30,220,2,3,2,8,38,65.3,9.0,2023,129
D'Onta Foreman,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Roschon Johnson,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Darrynton Evans,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Robert Tonyan,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Tyler Scott,CHI,0,0,0,0,0,0,0,0,,9.0,2023,129
Derek Carr,NOR,25,34,211,2,0,0,0,31,108.8,9.0,2023,129
Taysom Hill,NOR,1,1,3,1,0,0,0,3,118.7,9.0,2023,129
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Jamaal Williams,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Chris Olave,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Kendre Miller,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Foster Moreau,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
Michael Thomas,NOR,0,0,0,0,0,0,0,0,,9.0,2023,129
