Player,Pos,home_team,team,week,year,game_id
Brett Rypien,QB,0,Rams,9.0,2023,126
Darrell Henderson,RB,0,Rams,9.0,2023,126
Tutu Atwell,WR,0,Rams,9.0,2023,126
Cooper Kupp,WR,0,Rams,9.0,2023,126
Puka Nacua,WR,0,Rams,9.0,2023,126
Tyler Higbee,TE,0,Rams,9.0,2023,126
Kevin Dotson,OL,0,Rams,9.0,2023,126
Alaric Jackson,T,0,Rams,9.0,2023,126
Joseph Noteboom,T,0,Rams,9.0,2023,126
Steve Avila,G,0,Rams,9.0,2023,126
Coleman Shelton,G,0,Rams,9.0,2023,126
Jonah Williams,DE,0,Rams,9.0,2023,126
Aaron Donald,DT,0,Rams,9.0,2023,126
Kobie Turner,NT,0,Rams,9.0,2023,126
Byron Young,OLB,0,Rams,9.0,2023,126
Michael Hoecht,OLB,0,Rams,9.0,2023,126
Troy Reeder,LB,0,Rams,9.0,2023,126
Quentin Lake,DB,0,Rams,9.0,2023,126
Jordan Fuller,DB,0,Rams,9.0,2023,126
Ahkello Witherspoon,DB,0,Rams,9.0,2023,126
Russ Yeast,DB,0,Rams,9.0,2023,126
Cobie Durant,DB,0,Rams,9.0,2023,126
