Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jared Goff,DET,0,0,17.0,2023,242
Jalen Reeves-Maybin,DET,0,0,17.0,2023,242
David Montgomery,DET,0,0,17.0,2023,242
Jahmyr Gibbs,DET,0,0,17.0,2023,242
Amon-Ra St. Brown,DET,0,0,17.0,2023,242
Jameson Williams,DET,0,0,17.0,2023,242
Sam LaPorta,DET,0,0,17.0,2023,242
Khalil Dorsey,DET,0,0,17.0,2023,242
Josh Reynolds,DET,0,0,17.0,2023,242
Kalif Raymond,DET,0,0,17.0,2023,242
James Mitchell,DET,0,0,17.0,2023,242
Dak Prescott,DAL,1,0,17.0,2023,242
Tony Pollard,DAL,0,0,17.0,2023,242
CeeDee Lamb,DAL,1,1,17.0,2023,242
Deuce Vaughn,DAL,0,0,17.0,2023,242
Brandin Cooks,DAL,0,0,17.0,2023,242
Jake Ferguson,DAL,0,0,17.0,2023,242
Jalen Tolbert,DAL,0,0,17.0,2023,242
Peyton Hendershot,DAL,0,0,17.0,2023,242
