Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Taylor Heinicke,ATL,4,46,1,24,17.0,2023,243
Desmond Ridder,ATL,0,0,0,0,17.0,2023,243
Bijan Robinson,ATL,15,75,0,21,17.0,2023,243
Tyler Allgeier,ATL,5,13,0,5,17.0,2023,243
Drake London,ATL,0,0,0,0,17.0,2023,243
Van Jefferson,ATL,0,0,0,0,17.0,2023,243
MyCole Pruitt,ATL,0,0,0,0,17.0,2023,243
Kyle Pitts,ATL,0,0,0,0,17.0,2023,243
KhaDarel Hodge,ATL,0,0,0,0,17.0,2023,243
Jonnu Smith,ATL,0,0,0,0,17.0,2023,243
Justin Fields,CHI,11,45,1,13,17.0,2023,243
Khalil Herbert,CHI,18,124,1,38,17.0,2023,243
Roschon Johnson,CHI,7,21,1,7,17.0,2023,243
Velus Jones Jr.,CHI,1,2,0,2,17.0,2023,243
D.J. Moore,CHI,0,0,0,0,17.0,2023,243
Robert Tonyan,CHI,0,0,0,0,17.0,2023,243
Tyler Scott,CHI,0,0,0,0,17.0,2023,243
Collin Johnson,CHI,0,0,0,0,17.0,2023,243
Khari Blasingame,CHI,0,0,0,0,17.0,2023,243
