Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Brock Purdy,SFO,0,0,0,0,0,17.0,2023,252
Sam Darnold,SFO,0,0,0,0,0,17.0,2023,252
Elijah Mitchell,SFO,0,0,0,0,0,17.0,2023,252
Christian McCaffrey,SFO,5,4,27,0,12,17.0,2023,252
Deebo Samuel,SFO,6,5,37,1,16,17.0,2023,252
Jordan Mason,SFO,0,0,0,0,0,17.0,2023,252
Brandon Aiyuk,SFO,8,7,114,1,38,17.0,2023,252
George Kittle,SFO,4,3,29,0,18,17.0,2023,252
Kyle Juszczyk,SFO,3,3,23,0,9,17.0,2023,252
Ronnie Bell,SFO,1,0,0,0,0,17.0,2023,252
Sam Howell,WAS,0,0,0,0,0,17.0,2023,252
Brian Robinson Jr.,WAS,4,4,32,0,22,17.0,2023,252
Antonio Gibson,WAS,4,2,17,0,15,17.0,2023,252
Terry McLaurin,WAS,7,4,61,1,42,17.0,2023,252
Curtis Samuel,WAS,4,3,33,0,25,17.0,2023,252
Logan Thomas,WAS,4,3,20,0,8,17.0,2023,252
John Bates,WAS,1,1,6,0,6,17.0,2023,252
Byron Pringle,WAS,1,0,0,0,0,17.0,2023,252
Jahan Dotson,WAS,1,0,0,0,0,17.0,2023,252
