Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tua Tagovailoa,MIA,0,0,0,0,0,8.0,2022,111
Raheem Mostert,MIA,1,1,3,0,3,8.0,2022,111
Chase Edmonds,MIA,0,0,0,0,0,8.0,2022,111
Tyreek Hill,MIA,14,12,188,0,42,8.0,2022,111
Salvon Ahmed,MIA,0,0,0,0,0,8.0,2022,111
Alec Ingold,MIA,1,1,5,0,5,8.0,2022,111
Jaylen Waddle,MIA,9,8,106,2,29,8.0,2022,111
Mike Gesicki,MIA,4,3,38,1,20,8.0,2022,111
Trent Sherfield,MIA,2,2,25,0,14,8.0,2022,111
Braylon Sanders,MIA,2,2,17,0,13,8.0,2022,111
Cedrick Wilson Jr.,MIA,1,0,0,0,0,8.0,2022,111
Jared Goff,DET,1,1,5,0,5,8.0,2022,111
Jamaal Williams,DET,3,3,23,0,10,8.0,2022,111
C.J. Moore,DET,0,0,0,0,0,8.0,2022,111
Craig Reynolds,DET,1,0,0,0,0,8.0,2022,111
D'Andre Swift,DET,5,5,27,1,8,8.0,2022,111
T.J. Hockenson,DET,4,3,80,0,58,8.0,2022,111
Kalif Raymond,DET,4,3,76,0,43,8.0,2022,111
Amon-Ra St. Brown,DET,10,7,69,0,21,8.0,2022,111
Josh Reynolds,DET,6,2,14,0,9,8.0,2022,111
James Mitchell,DET,1,1,14,0,14,8.0,2022,111
Maurice Alexander,DET,1,1,7,0,7,8.0,2022,111
Brock Wright,DET,1,1,6,0,6,8.0,2022,111
