Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Mac Jones,NWE,7,19,0,12,8.0,2022,117
Rhamondre Stevenson,NWE,16,71,0,35,8.0,2022,117
Damien Harris,NWE,11,37,0,11,8.0,2022,117
Jakobi Meyers,NWE,0,0,0,0,8.0,2022,117
Hunter Henry,NWE,0,0,0,0,8.0,2022,117
Tyquan Thornton,NWE,0,0,0,0,8.0,2022,117
Jonnu Smith,NWE,0,0,0,0,8.0,2022,117
Nelson Agholor,NWE,0,0,0,0,8.0,2022,117
Kendrick Bourne,NWE,0,0,0,0,8.0,2022,117
DeVante Parker,NWE,0,0,0,0,8.0,2022,117
Zach Wilson,NYJ,1,2,0,2,8.0,2022,117
Michael Carter,NYJ,7,26,0,11,8.0,2022,117
James Robinson,NYJ,5,17,0,7,8.0,2022,117
Ty Johnson,NYJ,2,6,0,4,8.0,2022,117
Garrett Wilson,NYJ,0,0,0,0,8.0,2022,117
Tyler Conklin,NYJ,0,0,0,0,8.0,2022,117
Denzel Mims,NYJ,0,0,0,0,8.0,2022,117
C.J. Uzomah,NYJ,0,0,0,0,8.0,2022,117
Jeff Smith,NYJ,0,0,0,0,8.0,2022,117
Elijah Moore,NYJ,0,0,0,0,8.0,2022,117
Braxton Berrios,NYJ,0,0,0,0,8.0,2022,117
