Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
P.J. Walker,CAR,0,0,0,0,0,8.0,2022,113
D'Onta Foreman,CAR,1,0,0,0,0,8.0,2022,113
Spencer Brown,CAR,1,0,0,0,0,8.0,2022,113
D.J. Moore,CAR,11,6,152,1,62,8.0,2022,113
Raheem Blackshear,CAR,0,0,0,0,0,8.0,2022,113
Terrace Marshall Jr.,CAR,9,4,87,0,39,8.0,2022,113
Stephen Sullivan,CAR,2,1,33,0,33,8.0,2022,113
Laviska Shenault Jr.,CAR,6,5,26,0,13,8.0,2022,113
Tommy Tremble,CAR,4,2,17,0,9,8.0,2022,113
Ian Thomas,CAR,1,1,2,0,2,8.0,2022,113
Shi Smith,CAR,1,0,0,0,0,8.0,2022,113
Marcus Mariota,ATL,0,0,0,0,0,8.0,2022,113
Caleb Huntley,ATL,0,0,0,0,0,8.0,2022,113
Tyler Allgeier,ATL,3,3,46,1,25,8.0,2022,113
Kyle Pitts,ATL,9,5,80,1,33,8.0,2022,113
Damiere Byrd,ATL,6,3,67,1,47,8.0,2022,113
Drake London,ATL,5,4,31,0,17,8.0,2022,113
Parker Hesse,ATL,1,1,9,0,9,8.0,2022,113
Avery Williams,ATL,2,2,7,0,8,8.0,2022,113
Bryan Edwards,ATL,1,1,3,0,3,8.0,2022,113
Olamide Zaccheaus,ATL,1,1,10,0,10,8.0,2022,113
