Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Derek Carr,NOR,13,18,103,1,0,3,21,27,104.6,3.0,2023,39
Jameis Winston,NOR,10,16,101,0,0,1,8,28,80.5,3.0,2023,39
Kendre Miller,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Tony Jones,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Taysom Hill,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Chris Olave,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Michael Thomas,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Jimmy Graham,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Keith Kirkwood,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,3.0,2023,39
Jordan Love,GNB,22,44,259,1,1,1,14,30,66.4,3.0,2023,39
AJ Dillon,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Keisean Nixon,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Patrick Taylor,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Emanuel Wilson,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Romeo Doubs,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Jayden Reed,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Luke Musgrave,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Dontayvion Wicks,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Malik Heath,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
Samori Toure,GNB,0,0,0,0,0,0,0,0,,3.0,2023,39
