Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Kenny Pickett,PIT,3,11,0,10,3.0,2023,46
Najee Harris,PIT,19,65,0,17,3.0,2023,46
Jaylen Warren,PIT,8,29,0,11,3.0,2023,46
George Pickens,PIT,0,0,0,0,3.0,2023,46
Calvin Austin III,PIT,0,0,0,0,3.0,2023,46
Pat Freiermuth,PIT,0,0,0,0,3.0,2023,46
Allen Robinson,PIT,0,0,0,0,3.0,2023,46
Connor Heyward,PIT,1,0,0,0,3.0,2023,46
Jimmy Garoppolo,LVR,2,7,0,7,3.0,2023,46
Josh Jacobs,LVR,17,62,0,10,3.0,2023,46
Davante Adams,LVR,0,0,0,0,3.0,2023,46
Jakobi Meyers,LVR,0,0,0,0,3.0,2023,46
Hunter Renfrow,LVR,0,0,0,0,3.0,2023,46
Ameer Abdullah,LVR,0,0,0,0,3.0,2023,46
DeAndre Carter,LVR,0,0,0,0,3.0,2023,46
Michael Mayer,LVR,0,0,0,0,3.0,2023,46
