Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Gardner Minshew II,IND,1,0,3.0,2023,37
Zack Moss,IND,0,0,3.0,2023,37
Trey Sermon,IND,0,0,3.0,2023,37
Michael Pittman Jr.,IND,0,0,3.0,2023,37
Josh Downs,IND,0,0,3.0,2023,37
Alec Pierce,IND,0,0,3.0,2023,37
Andrew Ogletree,IND,0,0,3.0,2023,37
Kylen Granson,IND,0,0,3.0,2023,37
Isaiah McKenzie,IND,0,0,3.0,2023,37
Lamar Jackson,BAL,2,1,3.0,2023,37
Gus Edwards,BAL,0,0,3.0,2023,37
Melvin Gordon,BAL,0,0,3.0,2023,37
Zay Flowers,BAL,0,0,3.0,2023,37
Nelson Agholor,BAL,0,0,3.0,2023,37
Mark Andrews,BAL,0,0,3.0,2023,37
Kenyan Drake,BAL,1,1,3.0,2023,37
Isaiah Likely,BAL,0,0,3.0,2023,37
Rashod Bateman,BAL,0,0,3.0,2023,37
Devin Duvernay,BAL,0,0,3.0,2023,37
