Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Kenny Pickett,PIT,0,0,0,0,0,3.0,2023,46
Najee Harris,PIT,1,0,0,0,0,3.0,2023,46
Jaylen Warren,PIT,4,3,23,0,16,3.0,2023,46
George Pickens,PIT,6,4,75,0,32,3.0,2023,46
Calvin Austin III,PIT,6,2,72,1,72,3.0,2023,46
Pat Freiermuth,PIT,4,3,41,1,14,3.0,2023,46
Allen Robinson,PIT,4,4,24,0,8,3.0,2023,46
Connor Heyward,PIT,2,0,0,0,0,3.0,2023,46
Jimmy Garoppolo,LVR,0,0,0,0,0,3.0,2023,46
Josh Jacobs,LVR,5,3,18,0,6,3.0,2023,46
Davante Adams,LVR,20,13,172,2,32,3.0,2023,46
Jakobi Meyers,LVR,12,7,85,0,18,3.0,2023,46
Hunter Renfrow,LVR,2,2,17,0,10,3.0,2023,46
Ameer Abdullah,LVR,3,2,16,0,13,3.0,2023,46
DeAndre Carter,LVR,1,1,16,0,16,3.0,2023,46
Michael Mayer,LVR,1,0,0,0,0,3.0,2023,46
