Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,3.0,2023,41
Keenan Allen,LAC,20,18,215,0,25,3.0,2023,41
Joshua Kelley,LAC,1,1,5,0,5,3.0,2023,41
Isaiah Spiller,LAC,0,0,0,0,0,3.0,2023,41
Mike Williams,LAC,8,7,121,1,49,3.0,2023,41
Josh Palmer,LAC,7,4,66,1,30,3.0,2023,41
Gerald Everett,LAC,6,6,30,0,13,3.0,2023,41
Quentin Johnston,LAC,3,2,10,0,7,3.0,2023,41
Donald Parham,LAC,2,2,4,2,3,3.0,2023,41
Derius Davis,LAC,1,1,3,0,3,3.0,2023,41
Kirk Cousins,MIN,0,0,0,0,0,3.0,2023,41
Alexander Mattison,MIN,7,5,32,0,9,3.0,2023,41
Ty Chandler,MIN,2,1,4,0,4,3.0,2023,41
Justin Jefferson,MIN,13,7,149,1,52,3.0,2023,41
T.J. Hockenson,MIN,11,8,78,0,21,3.0,2023,41
Jordan Addison,MIN,8,6,52,0,16,3.0,2023,41
K.J. Osborn,MIN,3,1,36,1,36,3.0,2023,41
C.J. Ham,MIN,1,1,7,0,7,3.0,2023,41
Brandon Powell,MIN,1,1,5,0,5,3.0,2023,41
Josh Oliver,MIN,2,2,4,1,4,3.0,2023,41
