Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Desmond Ridder,ATL,0,0,0,0,0,3.0,2023,34
Bijan Robinson,ATL,6,4,27,0,10,3.0,2023,34
Tyler Allgeier,ATL,3,2,17,0,16,3.0,2023,34
Jonnu Smith,ATL,8,5,37,0,12,3.0,2023,34
Drake London,ATL,6,2,31,0,28,3.0,2023,34
Mack Hollins,ATL,4,1,23,0,23,3.0,2023,34
KhaDarel Hodge,ATL,1,1,15,0,15,3.0,2023,34
MyCole Pruitt,ATL,1,1,10,0,10,3.0,2023,34
Kyle Pitts,ATL,9,5,41,0,16,3.0,2023,34
Jared Goff,DET,0,0,0,0,0,3.0,2023,34
Jahmyr Gibbs,DET,2,1,2,0,2,3.0,2023,34
Craig Reynolds,DET,0,0,0,0,0,3.0,2023,34
Zonovan Knight,DET,0,0,0,0,0,3.0,2023,34
Amon-Ra St. Brown,DET,12,9,102,0,20,3.0,2023,34
Sam LaPorta,DET,11,8,84,1,45,3.0,2023,34
Kalif Raymond,DET,6,4,55,0,22,3.0,2023,34
Jason Cabinda,DET,0,0,0,0,0,3.0,2023,34
