Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Gardner Minshew II,IND,0,0,0,0,0,3.0,2023,37
Zack Moss,IND,3,2,23,1,17,3.0,2023,37
Trey Sermon,IND,2,1,4,0,4,3.0,2023,37
Michael Pittman Jr.,IND,11,9,77,0,34,3.0,2023,37
Josh Downs,IND,12,8,57,0,12,3.0,2023,37
Alec Pierce,IND,7,3,43,0,23,3.0,2023,37
Andrew Ogletree,IND,2,1,11,0,11,3.0,2023,37
Kylen Granson,IND,4,2,9,0,7,3.0,2023,37
Isaiah McKenzie,IND,1,1,3,0,3,3.0,2023,37
Lamar Jackson,BAL,0,0,0,0,0,3.0,2023,37
Gus Edwards,BAL,0,0,0,0,0,3.0,2023,37
Melvin Gordon,BAL,2,2,23,0,12,3.0,2023,37
Zay Flowers,BAL,10,8,48,0,8,3.0,2023,37
Nelson Agholor,BAL,4,4,39,0,18,3.0,2023,37
Mark Andrews,BAL,5,4,35,0,20,3.0,2023,37
Kenyan Drake,BAL,3,2,31,0,24,3.0,2023,37
Isaiah Likely,BAL,2,1,20,0,20,3.0,2023,37
Rashod Bateman,BAL,3,1,6,0,6,3.0,2023,37
Devin Duvernay,BAL,1,0,0,0,0,3.0,2023,37
