Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Justin Herbert,LAC,2,11,0,12,3.0,2023,41
Keenan Allen,LAC,0,0,0,0,3.0,2023,41
Joshua Kelley,LAC,11,12,0,4,3.0,2023,41
Isaiah Spiller,LAC,2,7,0,6,3.0,2023,41
Mike Williams,LAC,0,0,0,0,3.0,2023,41
Josh Palmer,LAC,0,0,0,0,3.0,2023,41
Gerald Everett,LAC,0,0,0,0,3.0,2023,41
Quentin Johnston,LAC,0,0,0,0,3.0,2023,41
Donald Parham,LAC,0,0,0,0,3.0,2023,41
Derius Davis,LAC,0,0,0,0,3.0,2023,41
Kirk Cousins,MIN,1,10,0,10,3.0,2023,41
Alexander Mattison,MIN,20,93,0,15,3.0,2023,41
Ty Chandler,MIN,3,27,0,12,3.0,2023,41
Justin Jefferson,MIN,0,0,0,0,3.0,2023,41
T.J. Hockenson,MIN,0,0,0,0,3.0,2023,41
Jordan Addison,MIN,0,0,0,0,3.0,2023,41
K.J. Osborn,MIN,0,0,0,0,3.0,2023,41
C.J. Ham,MIN,0,0,0,0,3.0,2023,41
Brandon Powell,MIN,0,0,0,0,3.0,2023,41
Josh Oliver,MIN,0,0,0,0,3.0,2023,41
