Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,8.0,2022,123
Joe Mixon,CIN,9,7,32,0,14,8.0,2022,123
Samaje Perine,CIN,3,3,10,0,6,8.0,2022,123
Tee Higgins,CIN,6,3,49,1,41,8.0,2022,123
Hayden Hurst,CIN,4,4,42,0,21,8.0,2022,123
Tyler Boyd,CIN,5,3,38,1,14,8.0,2022,123
Trenton Irwin,CIN,3,2,27,0,18,8.0,2022,123
Chris Evans,CIN,1,1,26,0,26,8.0,2022,123
Trent Taylor,CIN,1,1,5,0,5,8.0,2022,123
Mitchell Wilcox,CIN,1,1,3,0,3,8.0,2022,123
Mike Thomas,CIN,1,0,0,0,0,8.0,2022,123
Jacoby Brissett,CLE,0,0,0,0,0,8.0,2022,123
Amari Cooper,CLE,7,5,131,1,53,8.0,2022,123
Nick Chubb,CLE,1,1,3,0,3,8.0,2022,123
Kareem Hunt,CLE,4,4,30,0,12,8.0,2022,123
D'Ernest Johnson,CLE,0,0,0,0,0,8.0,2022,123
Donovan Peoples-Jones,CLE,4,4,81,0,37,8.0,2022,123
David Bell,CLE,2,2,27,0,14,8.0,2022,123
Michael Woods II,CLE,2,1,6,0,6,8.0,2022,123
