Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Malik Willis,TEN,5,12,0,6,8.0,2022,118
Derrick Henry,TEN,32,219,2,41,8.0,2022,118
Dontrell Hilliard,TEN,8,83,0,30,8.0,2022,118
Robert Woods,TEN,0,0,0,0,8.0,2022,118
Austin Hooper,TEN,0,0,0,0,8.0,2022,118
Chigoziem Okonkwo,TEN,0,0,0,0,8.0,2022,118
Cody Hollister,TEN,0,0,0,0,8.0,2022,118
Davis Mills,HOU,3,8,0,6,8.0,2022,118
Rex Burkhead,HOU,0,0,0,0,8.0,2022,118
Dameon Pierce,HOU,15,35,0,16,8.0,2022,118
Brandin Cooks,HOU,0,0,0,0,8.0,2022,118
O.J. Howard,HOU,0,0,0,0,8.0,2022,118
Brevin Jordan,HOU,0,0,0,0,8.0,2022,118
Troy Hairston,HOU,0,0,0,0,8.0,2022,118
Phillip Dorsett,HOU,0,0,0,0,8.0,2022,118
Jordan Akins,HOU,0,0,0,0,8.0,2022,118
Dare Ogunbowale,HOU,0,0,0,0,8.0,2022,118
