Player,Pos,home_team,team,week,year,game_id
Kenny Pickett,QB,0,Steelers,8.0,2022,112
Najee Harris,RB,0,Steelers,8.0,2022,112
Chase Claypool,WR,0,Steelers,8.0,2022,112
George Pickens,WR,0,Steelers,8.0,2022,112
Diontae Johnson,WR,0,Steelers,8.0,2022,112
Zach Gentry,TE,0,Steelers,8.0,2022,112
Mason Cole,OL,0,Steelers,8.0,2022,112
James Daniels,OL,0,Steelers,8.0,2022,112
Kevin Dotson,OL,0,Steelers,8.0,2022,112
Chukwuma Okorafor,OL,0,Steelers,8.0,2022,112
Dan Moore,T,0,Steelers,8.0,2022,112
Isaiahh Loudermilk,DE,0,Steelers,8.0,2022,112
Chris Wormley,DT,0,Steelers,8.0,2022,112
Cameron Heyward,DT,0,Steelers,8.0,2022,112
Myles Jack,LB,0,Steelers,8.0,2022,112
Alex Highsmith,LB,0,Steelers,8.0,2022,112
Devin Bush Jr.,LB,0,Steelers,8.0,2022,112
Arthur Maulet,CB,0,Steelers,8.0,2022,112
Cameron Sutton,CB,0,Steelers,8.0,2022,112
Ahkello Witherspoon,CB,0,Steelers,8.0,2022,112
Minkah Fitzpatrick,S,0,Steelers,8.0,2022,112
Terrell Edmunds,S,0,Steelers,8.0,2022,112
