Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Derek Carr,LVR,15,26,101,0,1,3,20,14,50.3,8.0,2022,116
Jarrett Stidham,LVR,8,13,72,0,0,1,8,18,76.4,8.0,2022,116
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Mack Hollins,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Foster Moreau,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Keelan Cole,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Jesper Horsted,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Davante Adams,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Matthias Farley,LVR,0,0,0,0,0,0,0,0,,8.0,2022,116
Andy Dalton,NOR,22,30,229,2,0,0,0,36,117.2,8.0,2022,116
Taysom Hill,NOR,1,1,2,0,0,0,0,2,79.2,8.0,2022,116
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Dwayne Washington,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Chris Olave,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Nick Vannett,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Mark Ingram,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,,8.0,2022,116
