Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,LVR,0,0,0,0,0,8.0,2022,116
Jarrett Stidham,LVR,0,0,0,0,0,8.0,2022,116
Josh Jacobs,LVR,4,2,11,0,11,8.0,2022,116
Mack Hollins,LVR,8,7,64,0,14,8.0,2022,116
Foster Moreau,LVR,9,6,31,0,12,8.0,2022,116
Keelan Cole,LVR,5,2,30,0,18,8.0,2022,116
Ameer Abdullah,LVR,5,4,28,0,10,8.0,2022,116
Hunter Renfrow,LVR,2,1,6,0,6,8.0,2022,116
Jesper Horsted,LVR,1,0,0,0,0,8.0,2022,116
Davante Adams,LVR,5,1,3,0,3,8.0,2022,116
Matthias Farley,LVR,0,0,0,0,0,8.0,2022,116
Andy Dalton,NOR,0,0,0,0,0,8.0,2022,116
Taysom Hill,NOR,2,1,11,0,11,8.0,2022,116
Alvin Kamara,NOR,10,9,96,2,36,8.0,2022,116
Dwayne Washington,NOR,0,0,0,0,0,8.0,2022,116
Chris Olave,NOR,7,5,52,0,14,8.0,2022,116
Rashid Shaheed,NOR,3,3,38,0,30,8.0,2022,116
Juwan Johnson,NOR,4,2,14,0,8,8.0,2022,116
Marquez Callaway,NOR,1,1,10,0,10,8.0,2022,116
Nick Vannett,NOR,1,1,8,0,8,8.0,2022,116
Mark Ingram,NOR,1,1,2,0,2,8.0,2022,116
Tre'Quan Smith,NOR,1,0,0,0,0,8.0,2022,116
