Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Lamar Jackson,BAL,9,43,0,25,8.0,2022,109
Gus Edwards,BAL,11,65,0,22,8.0,2022,109
Kenyan Drake,BAL,7,62,0,40,8.0,2022,109
Devin Duvernay,BAL,2,33,1,18,8.0,2022,109
Justice Hill,BAL,4,28,0,12,8.0,2022,109
Isaiah Likely,BAL,0,0,0,0,8.0,2022,109
Demarcus Robinson,BAL,0,0,0,0,8.0,2022,109
Mark Andrews,BAL,0,0,0,0,8.0,2022,109
James Proche,BAL,0,0,0,0,8.0,2022,109
Josh Oliver,BAL,0,0,0,0,8.0,2022,109
Rashod Bateman,BAL,0,0,0,0,8.0,2022,109
Tom Brady,TAM,1,1,0,1,8.0,2022,109
Leonard Fournette,TAM,9,24,1,9,8.0,2022,109
Rachaad White,TAM,4,19,0,8,8.0,2022,109
Mike Evans,TAM,0,0,0,0,8.0,2022,109
Chris Godwin,TAM,0,0,0,0,8.0,2022,109
Julio Jones,TAM,1,0,0,0,8.0,2022,109
Cade Otton,TAM,0,0,0,0,8.0,2022,109
Scott Miller,TAM,0,0,0,0,8.0,2022,109
Breshad Perriman,TAM,0,0,0,0,8.0,2022,109
Ko Kieft,TAM,0,0,0,0,8.0,2022,109
Kyle Rudolph,TAM,0,0,0,0,8.0,2022,109
