Player,Pos,home_team,team,week,year,game_id
Davis Mills,QB,1,Texans,8.0,2022,118
Dameon Pierce,RB,1,Texans,8.0,2022,118
Troy Hairston,FB,1,Texans,8.0,2022,118
Brandin Cooks,WR,1,Texans,8.0,2022,118
Phillip Dorsett,WR,1,Texans,8.0,2022,118
O.J. Howard,TE,1,Texans,8.0,2022,118
Laremy Tunsil,OL,1,Texans,8.0,2022,118
Scott Quessenberry,OL,1,Texans,8.0,2022,118
Justin McCray,OL,1,Texans,8.0,2022,118
Tytus Howard,OL,1,Texans,8.0,2022,118
Kenyon Green,OL,1,Texans,8.0,2022,118
Jerry Hughes,DL,1,Texans,8.0,2022,118
Kurt Hinish,DL,1,Texans,8.0,2022,118
Rasheem Green,DL,1,Texans,8.0,2022,118
Thomas Booker,DL,1,Texans,8.0,2022,118
Christian Kirksey,LB,1,Texans,8.0,2022,118
Christian Harris,LB,1,Texans,8.0,2022,118
Desmond King,DB,1,Texans,8.0,2022,118
Steven Nelson,DB,1,Texans,8.0,2022,118
Jonathan Owens,DB,1,Texans,8.0,2022,118
Jalen Pitre,DB,1,Texans,8.0,2022,118
Derek Stingley Jr.,DB,1,Texans,8.0,2022,118
