Player,Pos,home_team,team,week,year,game_id
Malik Willis,QB,0,Titans,8.0,2022,118
Derrick Henry,RB,0,Titans,8.0,2022,118
Robert Woods,WR,0,Titans,8.0,2022,118
Nick Westbrook-Ikhine,WR,0,Titans,8.0,2022,118
Cody Hollister,WR,0,Titans,8.0,2022,118
Geoff Swaim,TE,0,Titans,8.0,2022,118
Dennis Daley,OL,0,Titans,8.0,2022,118
Nicholas Petit-Frere,OL,0,Titans,8.0,2022,118
Nate Davis,G,0,Titans,8.0,2022,118
Aaron Brewer,G,0,Titans,8.0,2022,118
Ben Jones,C,0,Titans,8.0,2022,118
DeMarcus Walker,DL,0,Titans,8.0,2022,118
Jeffery Simmons,DT,0,Titans,8.0,2022,118
Teair Tart,DT,0,Titans,8.0,2022,118
Bud Dupree,OLB,0,Titans,8.0,2022,118
David Long,LB,0,Titans,8.0,2022,118
Zach Cunningham,LB,0,Titans,8.0,2022,118
Dylan Cole,LB,0,Titans,8.0,2022,118
Roger McCreary,CB,0,Titans,8.0,2022,118
Kristian Fulton,CB,0,Titans,8.0,2022,118
Amani Hooker,DB,0,Titans,8.0,2022,118
Kevin Byard,S,0,Titans,8.0,2022,118
