Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Lions,-4.0,19.14,16.4,3.99,0.0,-25.47,-26.67,1.2,3.66,0.59,-2.72,2.91,2.47,-0.15,-1.92,8.0,2022,111
Dolphins,4.0,25.47,26.67,-1.2,-3.66,-19.14,-16.4,-3.99,0.0,-0.59,-2.91,2.72,0.15,-2.47,1.92,8.0,2022,111
