Quarter,Time,Down,ToGo,Location,BAL,TAM,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Buccaneers won the coin toss and deferred, Ravens to receive the opening kickoff.",,,8.0,2022,109
1.0,15:00,,,TAM 35,0.0,0.0,"Jake Camarda kicks off 65 yards, returned by Devin Duvernay for 21 yards (tackle by Jamel Dean)",0.0,0.34,8.0,2022,109
1.0,14:54,1.0,10.0,BAL 21,0.0,0.0,Lamar Jackson pass complete short left to Mark Andrews for 22 yards (tackle by Keanu Neal and Mike Edwards),0.34,1.8,8.0,2022,109
1.0,14:18,1.0,10.0,BAL 43,0.0,0.0,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Keanu Neal and Shaquil Barrett),1.8,1.93,8.0,2022,109
1.0,13:35,2.0,5.0,BAL 48,0.0,0.0,Lamar Jackson pass complete short right to Kenyan Drake for -4 yards (tackle by Devin White),1.93,0.69,8.0,2022,109
1.0,12:51,3.0,9.0,BAL 44,0.0,0.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Lavonte David),0.69,-0.46,8.0,2022,109
1.0,12:47,4.0,9.0,BAL 44,0.0,0.0,"Jordan Stout punts 50 yards, recovered by Kevon Seymour at TB-6",-0.46,5.83,8.0,2022,109
1.0,12:37,1.0,6.0,TAM 6,0.0,0.0,Lamar Jackson up the middle for -4 yards (tackle by Shaquil Barrett),5.83,4.19,8.0,2022,109
1.0,11:53,2.0,10.0,TAM 10,0.0,0.0,Lamar Jackson pass complete short left to James Proche for 6 yards (tackle by Mike Edwards),4.19,4.49,8.0,2022,109
1.0,11:10,3.0,4.0,TAM 4,0.0,0.0,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Zyon McCollum),4.49,3.03,8.0,2022,109
1.0,11:06,4.0,4.0,TAM 4,3.0,0.0,Justin Tucker 22 yard field goal good,3.03,3.0,8.0,2022,109
1.0,11:03,,,BAL 35,3.0,0.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,109
1.0,11:03,1.0,10.0,TAM 25,3.0,0.0,Tom Brady pass incomplete short left intended for Cade Otton,0.61,0.06,8.0,2022,109
1.0,10:58,2.0,10.0,TAM 25,3.0,0.0,Leonard Fournette right tackle for 9 yards (tackle by Geno Stone and Damarion Williams),0.06,0.56,8.0,2022,109
1.0,10:16,3.0,1.0,TAM 34,3.0,0.0,Leonard Fournette right tackle for 5 yards (tackle by Chuck Clark and Broderick Washington),0.56,1.53,8.0,2022,109
1.0,9:41,1.0,10.0,TAM 39,3.0,0.0,Tom Brady pass complete short right to Ko Kieft for 9 yards (tackle by Devon Kennard),1.53,2.2,8.0,2022,109
1.0,9:02,2.0,1.0,TAM 48,3.0,0.0,Tom Brady pass complete short middle to Chris Godwin for 44 yards (tackle by Geno Stone),2.2,5.37,8.0,2022,109
1.0,8:22,1.0,8.0,BAL 8,3.0,0.0,Leonard Fournette right tackle for -2 yards (tackle by Devon Kennard),5.37,4.19,8.0,2022,109
1.0,7:43,2.0,10.0,BAL 10,3.0,0.0,"Tom Brady pass incomplete short left intended for Mike Evans. Penalty on Marcus Peters: Defensive Holding, 5 yards (accepted) (no play)",4.19,6.06,8.0,2022,109
1.0,7:36,1.0,5.0,BAL 5,3.0,0.0,Leonard Fournette up the middle for 4 yards (tackle by Travis Jones and Damarion Williams),6.06,5.91,8.0,2022,109
1.0,6:58,2.0,1.0,BAL 1,3.0,6.0,"Leonard Fournette left tackle for 1 yard, touchdown",5.91,7.0,8.0,2022,109
1.0,6:56,,,BAL 15,3.0,7.0,Ryan Succop kicks extra point good,0.0,0.0,8.0,2022,109
1.0,6:56,,,TAM 35,3.0,7.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,109
1.0,6:56,1.0,10.0,BAL 25,3.0,7.0,Lamar Jackson pass complete short middle to Josh Oliver for 4 yards (tackle by Lavonte David),0.61,0.6,8.0,2022,109
1.0,6:11,2.0,6.0,BAL 29,3.0,7.0,Gus Edwards left guard for -1 yards (tackle by Shaquil Barrett),0.6,-0.23,8.0,2022,109
1.0,5:27,3.0,7.0,BAL 28,3.0,7.0,Lamar Jackson pass incomplete intended for James Proche,-0.23,-1.5,8.0,2022,109
1.0,5:18,4.0,7.0,BAL 28,3.0,7.0,"Jordan Stout punts 53 yards, returned by Jaelon Darden for 18 yards (tackle by Kyle Hamilton and Nick Moore)",-1.5,-1.4,8.0,2022,109
1.0,5:07,1.0,10.0,TAM 37,3.0,7.0,Leonard Fournette right tackle for no gain (tackle by Brent Urban and Malik Harrison),1.4,0.86,8.0,2022,109
