Quarter,Time,Tm,Detail,NYG,SEA,week,year,game_id
2.0,12:07,Seahawks,D.K. Metcalf 3 yard pass from Geno Smith (Jason Myers kick),0,7,8.0,2022,121
,5:51,Giants,Saquon Barkley 1 yard rush (Graham Gano kick),7,7,8.0,2022,121
,1:38,Seahawks,Jason Myers 35 yard field goal,7,10,8.0,2022,121
3.0,6:04,Giants,Graham Gano 31 yard field goal,10,10,8.0,2022,121
,2:42,Seahawks,Jason Myers 51 yard field goal,10,13,8.0,2022,121
4.0,11:17,Giants,Graham Gano 45 yard field goal,13,13,8.0,2022,121
,9:18,Seahawks,Tyler Lockett 33 yard pass from Geno Smith (Jason Myers kick),13,20,8.0,2022,121
,5:22,Seahawks,Kenneth Walker III 16 yard rush (Jason Myers kick),13,27,8.0,2022,121
