Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Daniel Jones,NYG,17,31,176,0,0,5,29,27,71.4,8.0,2022,121
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Matt Breida,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Tanner Hudson,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Chris Myarick,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
David Sills,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Marcus Johnson,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,8.0,2022,121
Geno Smith,SEA,23,34,212,2,0,3,22,33,104.0,8.0,2022,121
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Travis Homer,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Marquise Goodwin,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Noah Fant,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Will Dissly,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
D'Wayne Eskridge,SEA,0,0,0,0,0,0,0,0,,8.0,2022,121
