Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Fields,CHI,0,0,0,0,0,8.0,2022,114
Trevor Siemian,CHI,0,0,0,0,0,8.0,2022,114
Khalil Herbert,CHI,0,0,0,0,0,8.0,2022,114
David Montgomery,CHI,3,3,22,0,13,8.0,2022,114
Velus Jones Jr.,CHI,3,1,5,0,5,8.0,2022,114
Darnell Mooney,CHI,5,5,70,0,36,8.0,2022,114
N'Keal Harry,CHI,2,2,24,1,17,8.0,2022,114
Dante Pettis,CHI,5,4,18,0,12,8.0,2022,114
Cole Kmet,CHI,2,2,11,1,10,8.0,2022,114
Equanimeous St. Brown,CHI,3,1,6,0,6,8.0,2022,114
Trestan Ebner,CHI,0,0,0,0,0,8.0,2022,114
Dak Prescott,DAL,0,0,0,0,0,8.0,2022,114
Tony Pollard,DAL,1,1,16,0,16,8.0,2022,114
Malik Davis,DAL,2,2,18,0,10,8.0,2022,114
KaVontae Turpin,DAL,0,0,0,0,0,8.0,2022,114
CeeDee Lamb,DAL,7,5,77,1,22,8.0,2022,114
Dalton Schultz,DAL,7,6,74,0,30,8.0,2022,114
Michael Gallup,DAL,6,4,49,0,17,8.0,2022,114
Peyton Hendershot,DAL,2,2,15,0,11,8.0,2022,114
Jake Ferguson,DAL,1,1,1,1,1,8.0,2022,114
