Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kyler Murray,ARI,0,0,0,0,0,8.0,2022,115
Eno Benjamin,ARI,7,4,23,0,15,8.0,2022,115
Rondale Moore,ARI,8,7,92,1,38,8.0,2022,115
Darrel Williams,ARI,3,2,6,0,6,8.0,2022,115
DeAndre Hopkins,ARI,13,12,159,1,33,8.0,2022,115
Zach Ertz,ARI,5,4,34,1,13,8.0,2022,115
Greg Dortch,ARI,3,2,12,0,8,8.0,2022,115
A.J. Green,ARI,1,0,0,0,0,8.0,2022,115
Robbie Chosen,ARI,3,0,0,0,0,8.0,2022,115
Kirk Cousins,MIN,0,0,0,0,0,8.0,2022,115
Dalvin Cook,MIN,6,5,30,0,11,8.0,2022,115
Alexander Mattison,MIN,0,0,0,0,0,8.0,2022,115
Justin Jefferson,MIN,8,6,98,0,29,8.0,2022,115
Adam Thielen,MIN,7,6,67,0,18,8.0,2022,115
Irv Smith Jr.,MIN,4,4,28,0,11,8.0,2022,115
K.J. Osborn,MIN,5,2,8,1,5,8.0,2022,115
Johnny Mundt,MIN,1,1,1,1,1,8.0,2022,115
