Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jimmy Garoppolo,SFO,21,25,235,2,0,3,12,56,132.5,8.0,2022,119
Christian McCaffrey,SFO,1,1,34,1,0,0,0,34,158.3,8.0,2022,119
Jeff Wilson,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
Ross Dwelley,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
George Kittle,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
Tyler Kroft,SFO,0,0,0,0,0,0,0,0,,8.0,2022,119
Matthew Stafford,LAR,22,33,187,1,0,2,20,23,91.4,8.0,2022,119
Ronnie Rivers,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Darrell Henderson,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Malcolm Brown,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Allen Robinson,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
Ben Skowronek,LAR,0,0,0,0,0,0,0,0,,8.0,2022,119
