Quarter,Time,Tm,Detail,WAS,IND,week,year,game_id
2.0,14:13,Colts,Chase McLaughlin 46 yard field goal,0,3,8.0,2022,120
,10:55,Commanders,Antonio Gibson 9 yard pass from Taylor Heinicke (Joey Slye kick),7,3,8.0,2022,120
3.0,7:13,Colts,Chase McLaughlin 39 yard field goal,7,6,8.0,2022,120
4.0,12:32,Colts,Chase McLaughlin 20 yard field goal,7,9,8.0,2022,120
,11:12,Colts,Nyheim Hines 6 yard rush (Chase McLaughlin kick),7,16,8.0,2022,120
,4:55,Commanders,Joey Slye 28 yard field goal,10,16,8.0,2022,120
,0:22,Commanders,Taylor Heinicke 1 yard rush (Joey Slye kick),17,16,8.0,2022,120
