Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kenny Pickett,PIT,0,0,0,0,0,8.0,2022,112
Najee Harris,PIT,6,6,26,0,9,8.0,2022,112
Chase Claypool,PIT,6,4,45,0,25,8.0,2022,112
Jaylen Warren,PIT,3,3,25,0,15,8.0,2022,112
Steven Sims,PIT,3,2,-1,0,2,8.0,2022,112
Marcus Allen,PIT,0,0,0,0,0,8.0,2022,112
Pat Freiermuth,PIT,7,4,57,0,21,8.0,2022,112
Diontae Johnson,PIT,9,5,35,0,14,8.0,2022,112
Derek Watt,PIT,2,2,6,1,5,8.0,2022,112
Zach Gentry,PIT,1,1,3,0,3,8.0,2022,112
George Pickens,PIT,3,0,0,0,0,8.0,2022,112
Jalen Hurts,PHI,0,0,0,0,0,8.0,2022,112
Gardner Minshew II,PHI,0,0,0,0,0,8.0,2022,112
Miles Sanders,PHI,0,0,0,0,0,8.0,2022,112
Boston Scott,PHI,0,0,0,0,0,8.0,2022,112
Kenneth Gainwell,PHI,1,1,8,0,8,8.0,2022,112
A.J. Brown,PHI,10,6,156,3,43,8.0,2022,112
Dallas Goedert,PHI,6,6,64,0,17,8.0,2022,112
Zach Pascal,PHI,2,2,57,1,34,8.0,2022,112
DeVonta Smith,PHI,8,5,23,0,14,8.0,2022,112
Jack Stoll,PHI,1,0,0,0,0,8.0,2022,112
Quez Watkins,PHI,2,0,0,0,0,8.0,2022,112
