Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA,week,year,game_id
4,0:29,2.0,10.0,CAR 25,28.0,34.0,P.J. Walker pass complete short left to Terrace Marshall for 13 yards,0.06,1.47,8.0,2022,113
4,0:23,1.0,10.0,CAR 38,34.0,34.0,"P.J. Walker pass complete deep left to D.J. Moore for 62 yards, touchdown. Penalty on D.J. Moore: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",1.47,7.0,8.0,2022,113
4,0:12,1.0,10.0,ATL 30,34.0,34.0,Eddy Pineiro kicks extra point no good,0.0,-1.0,8.0,2022,113
4,0:12,,,CAR 35,34.0,34.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,113
4,0:12,1.0,10.0,ATL 25,34.0,34.0,Marcus Mariota pass incomplete deep left intended for Damiere Byrd (defended by Xavier Woods),0.61,0.06,8.0,2022,113
4,0:03,2.0,10.0,ATL 25,34.0,34.0,Marcus Mariota kneels for -1 yards,0.06,0.0,8.0,2022,113
,,,,,,,"Falcons won the coin toss, Falcons to receive the overtime kickoff.",,,8.0,2022,113
OT,10:00,,,CAR 35,34.0,34.0,"Eddy Pineiro kicks off 64 yards, returned by Avery Williams for 13 yards (tackle by Amare Barno)",0.0,-0.28,8.0,2022,113
OT,9:55,1.0,10.0,ATL 14,34.0,34.0,Caleb Huntley left tackle for 5 yards (tackle by Shaq Thompson),-0.28,-0.04,8.0,2022,113
OT,9:21,2.0,5.0,ATL 19,34.0,34.0,Marcus Mariota pass incomplete short left intended for Kyle Pitts (defended by Keith Taylor),-0.04,-0.8,8.0,2022,113
OT,9:17,,,,,,Timeout #1 by Atlanta Falcons,,,8.0,2022,113
OT,9:17,3.0,5.0,ATL 19,34.0,34.0,Marcus Mariota pass complete short left to Drake London for 8 yards (tackle by Keith Taylor),-0.8,0.74,8.0,2022,113
OT,8:43,1.0,10.0,ATL 27,34.0,34.0,Tyler Allgeier right tackle for no gain (tackle by Derrick Brown and Brian Burns),0.74,0.2,8.0,2022,113
OT,7:59,2.0,10.0,ATL 27,34.0,34.0,Marcus Mariota pass deep middle intended for Damiere Byrd is intercepted by C.J. Henderson at CAR-26 and returned for 54 yards (tackle by Keith Smith),0.2,-4.24,8.0,2022,113
OT,7:44,1.0,10.0,ATL 20,34.0,34.0,D'Onta Foreman left tackle for no gain (tackle by Ta'Quon Graham),4.24,3.69,8.0,2022,113
OT,7:09,2.0,10.0,ATL 20,34.0,34.0,D'Onta Foreman right tackle for 6 yards (tackle by Richie Grant and Adetokunbo Ogundeji),3.69,3.89,8.0,2022,113
OT,6:36,3.0,4.0,ATL 14,34.0,34.0,D'Onta Foreman right tackle for no gain (tackle by Ta'Quon Graham),3.89,2.58,8.0,2022,113
OT,5:59,,,,,,Timeout #2 by Atlanta Falcons,,,8.0,2022,113
OT,5:59,4.0,4.0,ATL 14,34.0,34.0,Eddy Pineiro 32 yard field goal no good,2.58,-0.41,8.0,2022,113
OT,5:54,1.0,10.0,ATL 22,34.0,34.0,Caleb Huntley right guard for 5 yards (tackle by Matthew Ioannidis and Derrick Brown),0.41,0.54,8.0,2022,113
OT,5:19,2.0,5.0,ATL 27,34.0,34.0,Marcus Mariota pass complete short right to Olamide Zaccheaus for 10 yards (tackle by Shaq Thompson),0.54,1.4,8.0,2022,113
OT,4:40,1.0,10.0,ATL 37,34.0,34.0,Tyler Allgeier right guard for 1 yard (tackle by Matthew Ioannidis),1.4,0.99,8.0,2022,113
OT,3:54,2.0,9.0,ATL 38,34.0,34.0,Marcus Mariota pass complete short right to Damiere Byrd for 8 yards (tackle by Xavier Woods),0.99,1.36,8.0,2022,113
OT,3:29,3.0,1.0,ATL 46,34.0,34.0,Marcus Mariota left tackle for 30 yards (tackle by Myles Hartsfield),1.36,3.97,8.0,2022,113
OT,3:20,1.0,10.0,CAR 24,34.0,34.0,Tyler Allgeier right tackle for -1 yards (tackle by Frankie Luvu),3.97,3.3,8.0,2022,113
OT,2:46,2.0,11.0,CAR 25,34.0,34.0,Tyler Allgeier left guard for 2 yards (tackle by Brian Burns),3.3,2.87,8.0,2022,113
OT,2:00,,,,,,Timeout #1 by Carolina Panthers,,,8.0,2022,113
OT,2:00,3.0,9.0,CAR 23,34.0,37.0,Younghoe Koo 41 yard field goal good,2.87,3.0,8.0,2022,113
