Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Rams,-17.0,3.37,6.46,-2.1,0.0,-23.18,-20.13,-3.38,0.0,2.48,-2.81,3.65,3.57,-1.56,-0.37,8.0,2022,119
49ers,17.0,23.18,20.13,3.38,0.0,-3.37,-6.46,2.1,0.0,-2.48,-3.65,2.81,1.56,-3.57,0.37,8.0,2022,119
