Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Russell Wilson,DEN,18,30,252,1,1,3,22,47,84.3,8.0,2022,110
Latavius Murray,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
KJ Hamler,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Greg Dulcich,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Montrell Washington,DEN,0,0,0,0,0,0,0,0,,8.0,2022,110
Trevor Lawrence,JAX,18,31,133,1,2,2,19,25,52.2,8.0,2022,110
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Jamycal Hasty,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Zay Jones,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Evan Engram,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Dan Arnold,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Marvin Jones,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
Chris Manhertz,JAX,0,0,0,0,0,0,0,0,,8.0,2022,110
