Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA,week,year,game_id
2.0,12:10,1.0,10.0,LAR 25,7.0,7.0,Matthew Stafford pass complete short left to Ronnie Rivers for 7 yards (tackle by Talanoa Hufanga and Fred Warner),0.61,1.01,8.0,2022,119
2.0,11:29,2.0,3.0,LAR 32,7.0,7.0,Matthew Stafford pass complete short left to Cooper Kupp for 2 yards (tackle by Talanoa Hufanga),1.01,0.56,8.0,2022,119
2.0,10:57,3.0,1.0,LAR 34,7.0,7.0,Matthew Stafford pass complete short left to Ben Skowronek for 10 yards (tackle by Talanoa Hufanga),0.56,1.86,8.0,2022,119
2.0,10:10,1.0,10.0,LAR 44,7.0,7.0,Matthew Stafford pass complete short middle to Darrell Henderson for 7 yards (tackle by Oren Burks),1.86,2.26,8.0,2022,119
2.0,9:30,2.0,3.0,SFO 49,7.0,7.0,Matthew Stafford pass complete deep left to Cooper Kupp for 23 yards (tackle by Deommodore Lenoir),2.26,3.84,8.0,2022,119
2.0,8:43,1.0,10.0,SFO 26,7.0,7.0,Matthew Stafford pass complete short right to Cooper Kupp for 5 yards (tackle by Jimmie Ward),3.84,3.97,8.0,2022,119
2.0,8:03,2.0,5.0,SFO 21,7.0,7.0,Matthew Stafford pass complete short right to Ronnie Rivers for 4 yards (tackle by Fred Warner),3.97,3.95,8.0,2022,119
2.0,7:21,3.0,1.0,SFO 17,7.0,7.0,Ronnie Rivers right tackle for 1 yard (tackle by Talanoa Hufanga and Hassan Ridgeway),3.95,4.51,8.0,2022,119
2.0,6:41,1.0,10.0,SFO 16,7.0,13.0,"Matthew Stafford pass complete short middle to Cooper Kupp for 16 yards, touchdown",4.51,7.0,8.0,2022,119
2.0,6:35,,,SFO 15,7.0,14.0,Matt Gay kicks extra point good,0.0,0.0,8.0,2022,119
2.0,6:35,,,LAR 35,7.0,14.0,"Matt Gay kicks off 68 yards, returned by Ray-Ray McCloud for 39 yards (tackle by Cobie Durant)",0.0,1.33,8.0,2022,119
2.0,6:28,1.0,10.0,SFO 36,7.0,14.0,"Jimmy Garoppolo pass complete short left to Christian McCaffrey for -5 yards (tackle by Ernest Jones). Penalty on Aaron Banks: Offensive Illegal Block Above the Waist, 15 yards (declined)",1.33,0.18,8.0,2022,119
2.0,6:20,2.0,14.0,SFO 31,7.0,14.0,"Jimmy Garoppolo pass complete short middle to Ray-Ray McCloud for 11 yards (tackle by Taylor Rapp). Penalty on Taylor Rapp: Unnecessary Roughness / Defense, 15 yards (accepted)",0.18,2.72,8.0,2022,119
2.0,5:43,1.0,10.0,LAR 43,7.0,14.0,"Christian McCaffrey up the middle for no gain (tackle by Leonard Floyd and Ernest Jones). Penalty on Justin Hollins: Defensive Offside, 5 yards (accepted) (no play)",2.72,3.45,8.0,2022,119
2.0,5:17,1.0,5.0,LAR 38,7.0,14.0,Jimmy Garoppolo pass complete short left to Christian McCaffrey for 6 yards (tackle by Derion Kendrick),3.45,3.45,8.0,2022,119
2.0,4:39,1.0,10.0,LAR 32,7.0,14.0,Jimmy Garoppolo sacked by Leonard Floyd for -4 yards,3.45,2.36,8.0,2022,119
2.0,3:54,2.0,14.0,LAR 36,7.0,14.0,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 12 yards (tackle by Bobby Wagner and Ernest Jones),2.36,3.27,8.0,2022,119
2.0,3:09,3.0,2.0,LAR 24,7.0,14.0,Jimmy Garoppolo up the middle for 3 yards (tackle by Aaron Donald),3.27,4.17,8.0,2022,119
2.0,2:29,1.0,10.0,LAR 21,7.0,14.0,Christian McCaffrey right tackle for 13 yards (tackle by Taylor Rapp and Jalen Ramsey),4.17,5.37,8.0,2022,119
2.0,2:00,1.0,8.0,LAR 8,7.0,14.0,Christian McCaffrey right tackle for no gain (tackle by Aaron Donald and Leonard Floyd),5.37,4.57,8.0,2022,119
2.0,1:14,,,,,,Timeout #1 by San Francisco 49ers,,,8.0,2022,119
2.0,1:14,2.0,8.0,LAR 8,7.0,14.0,Jimmy Garoppolo sacked by Leonard Floyd for -4 yards,4.57,3.1,8.0,2022,119
2.0,1:07,,,,,,Timeout #2 by Los Angeles Rams,,,8.0,2022,119
2.0,1:07,3.0,12.0,LAR 12,7.0,14.0,"Jimmy Garoppolo pass complete short middle to Christian McCaffrey for 8 yards. Christian McCaffrey fumbles (forced by Bobby Wagner), recovered by George Kittle at LA-3 Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jimmy Garoppolo pass incomplete short middle intended for Christian McCaffrey (defended by Bobby Wagner)",3.1,2.63,8.0,2022,119
2.0,1:04,4.0,12.0,LAR 12,10.0,14.0,Robbie Gould 29 yard field goal good,2.63,3.0,8.0,2022,119
2.0,1:00,,,SFO 35,10.0,14.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,119
2.0,1:00,1.0,10.0,LAR 25,10.0,14.0,Ronnie Rivers left tackle for 4 yards (tackle by Drake Jackson),0.61,0.6,8.0,2022,119
2.0,0:19,2.0,6.0,LAR 29,10.0,14.0,Ronnie Rivers right guard for 3 yards (tackle by Samson Ebukam),0.6,0.3,8.0,2022,119
3.0,15:00,,,LAR 35,10.0,14.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,119
3.0,15:00,1.0,10.0,SFO 25,10.0,14.0,Christian McCaffrey up the middle for 25 yards (tackle by Derion Kendrick and Nick Scott),0.61,2.26,8.0,2022,119
3.0,14:24,1.0,10.0,SFO 50,10.0,14.0,Christian McCaffrey up the middle for 1 yard (tackle by Nick Scott and Leonard Floyd),2.26,1.85,8.0,2022,119
3.0,13:38,,,,,,Timeout #1 by San Francisco 49ers,,,8.0,2022,119
3.0,13:38,2.0,9.0,LAR 49,10.0,14.0,Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Jalen Ramsey),1.85,1.16,8.0,2022,119
3.0,13:34,3.0,9.0,LAR 49,10.0,14.0,Jimmy Garoppolo sacked by Greg Gaines for -4 yards,1.16,-0.26,8.0,2022,119
3.0,12:54,4.0,13.0,SFO 47,10.0,14.0,"Mitch Wishnowsky punts 43 yards, fair catch by Brandon Powell at LA-10",-0.26,0.38,8.0,2022,119
3.0,12:46,1.0,10.0,LAR 10,10.0,14.0,Ronnie Rivers right guard for 5 yards (tackle by Oren Burks and Fred Warner),-0.38,-0.35,8.0,2022,119
3.0,12:02,2.0,5.0,LAR 15,10.0,14.0,Cooper Kupp left end for 5 yards (tackle by Jimmie Ward),-0.35,0.28,8.0,2022,119
3.0,11:20,1.0,10.0,LAR 20,10.0,14.0,Matthew Stafford pass incomplete short right,0.28,-0.27,8.0,2022,119
3.0,11:14,2.0,10.0,LAR 20,10.0,14.0,Darrell Henderson up the middle for 5 yards (tackle by Kevin Givens and Hassan Ridgeway),-0.27,-0.3,8.0,2022,119
3.0,10:31,3.0,5.0,LAR 25,10.0,14.0,Matthew Stafford pass complete short middle to Allen Robinson for 13 yards (tackle by Talanoa Hufanga),-0.3,1.47,8.0,2022,119
3.0,9:50,,,,,,Timeout #1 by Los Angeles Rams,,,8.0,2022,119
3.0,9:50,1.0,10.0,LAR 38,10.0,14.0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,1.47,0.92,8.0,2022,119
3.0,9:45,2.0,10.0,LAR 38,10.0,14.0,Darrell Henderson left tackle for 4 yards (tackle by Fred Warner and Talanoa Hufanga),0.92,0.76,8.0,2022,119
3.0,9:01,3.0,6.0,LAR 42,10.0,14.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,0.76,-0.59,8.0,2022,119
3.0,8:56,4.0,6.0,LAR 42,10.0,14.0,"Riley Dixon punts 54 yards, returned by Ray-Ray McCloud for 8 yards (tackle by Christian Rozeboom)",-0.59,0.35,8.0,2022,119
3.0,8:45,1.0,10.0,SFO 12,10.0,14.0,Jimmy Garoppolo pass complete short left to Tyler Kroft for 6 yards (tackle by Derion Kendrick),-0.35,-0.07,8.0,2022,119
3.0,8:03,2.0,4.0,SFO 18,10.0,14.0,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 11 yards (tackle by Nick Scott),-0.07,0.87,8.0,2022,119
3.0,7:23,1.0,10.0,SFO 29,10.0,14.0,"Christian McCaffrey left end for 3 yards. Christian McCaffrey fumbles (forced by Jalen Ramsey), recovered by Ray-Ray McCloud at SF-34 (tackle by Jalen Ramsey) (tackle by Jalen Ramsey)",0.87,1.0,8.0,2022,119
3.0,6:36,2.0,5.0,SFO 34,10.0,14.0,Jimmy Garoppolo pass complete short middle to Christian McCaffrey for 14 yards (tackle by Bobby Wagner),1.0,2.13,8.0,2022,119
3.0,5:50,1.0,10.0,SFO 48,10.0,14.0,Jeff Wilson left tackle for 1 yard (tackle by Aaron Donald and Bobby Wagner),2.13,1.65,8.0,2022,119
3.0,5:12,2.0,9.0,SFO 48,10.0,14.0,Jimmy Garoppolo pass complete short right to Jeff Wilson for 12 yards (tackle by Nick Scott and Jalen Ramsey),1.65,2.98,8.0,2022,119
3.0,4:31,1.0,10.0,LAR 39,10.0,14.0,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 11 yards (tackle by Derion Kendrick),2.98,3.71,8.0,2022,119
3.0,4:14,1.0,10.0,LAR 28,10.0,14.0,Jeff Wilson left tackle for 12 yards (tackle by Jalen Ramsey),3.71,4.51,8.0,2022,119
3.0,3:28,1.0,10.0,LAR 16,10.0,14.0,Jeff Wilson right tackle for -1 yards (tackle by A'Shawn Robinson and Greg Gaines),4.51,3.77,8.0,2022,119
3.0,2:47,2.0,11.0,LAR 17,10.0,14.0,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 8 yards (tackle by Ernest Jones),3.77,4.39,8.0,2022,119
3.0,1:58,3.0,3.0,LAR 9,16.0,14.0,"Jimmy Garoppolo pass complete short right to Christian McCaffrey for 9 yards, touchdown",4.39,7.0,8.0,2022,119
3.0,1:51,,,LAR 15,17.0,14.0,Robbie Gould kicks extra point good,0.0,0.0,8.0,2022,119
3.0,1:51,,,SFO 35,17.0,14.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,119
3.0,1:51,1.0,10.0,LAR 25,17.0,14.0,Ronnie Rivers right tackle for 3 yards (tackle by Charles Omenihu and Charvarius Ward),0.61,0.47,8.0,2022,119
3.0,1:08,2.0,7.0,LAR 28,17.0,14.0,Matthew Stafford pass incomplete short right intended for Tyler Higbee,0.47,-0.23,8.0,2022,119
3.0,1:05,3.0,7.0,LAR 28,17.0,14.0,Matthew Stafford sacked by and Fred Warner for -9 yards and Nick Bosa for -9 yards,-0.23,-2.14,8.0,2022,119
3.0,0:27,4.0,16.0,LAR 19,17.0,14.0,"Riley Dixon punts 50 yards, returned by Ray-Ray McCloud for 11 yards (tackle by Nick Scott)",-2.14,-1.73,8.0,2022,119
3.0,0:15,1.0,10.0,SFO 42,17.0,14.0,"Jimmy Garoppolo pass complete short right to Christian McCaffrey for 7 yards (tackle by Ernest Jones). Penalty on Ernest Jones: Unnecessary Roughness / Defense, 15 yards (accepted)",1.73,3.18,8.0,2022,119
4.0,15:00,1.0,10.0,LAR 36,17.0,14.0,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 5 yards (tackle by Derion Kendrick),3.18,3.31,8.0,2022,119
4.0,14:19,2.0,5.0,LAR 31,17.0,14.0,Jimmy Garoppolo pass complete short right to Christian McCaffrey for 4 yards (tackle by Leonard Floyd and A'Shawn Robinson),3.31,3.14,8.0,2022,119
4.0,13:36,3.0,1.0,LAR 27,17.0,14.0,Jeff Wilson right guard for 2 yards (tackle by Leonard Floyd and Aaron Donald),3.14,3.91,8.0,2022,119
4.0,12:51,1.0,10.0,LAR 25,17.0,14.0,Christian McCaffrey up the middle for 24 yards (tackle by Taylor Rapp),3.91,6.97,8.0,2022,119
4.0,12:11,1.0,1.0,LAR 1,23.0,14.0,"Christian McCaffrey for 1 yard, touchdown",6.97,7.0,8.0,2022,119
4.0,12:07,,,LAR 15,24.0,14.0,Robbie Gould kicks extra point good,0.0,0.0,8.0,2022,119
4.0,12:07,,,SFO 35,24.0,14.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,119
4.0,12:07,1.0,10.0,LAR 25,24.0,14.0,Cooper Kupp right end for 5 yards (tackle by Charvarius Ward),0.61,0.74,8.0,2022,119
4.0,11:28,2.0,5.0,LAR 30,24.0,14.0,Matthew Stafford pass incomplete short middle intended for Allen Robinson (defended by Fred Warner),0.74,0.04,8.0,2022,119
4.0,11:23,3.0,5.0,LAR 30,24.0,14.0,Matthew Stafford pass complete short middle to Allen Robinson for 6 yards (tackle by Talanoa Hufanga),0.04,1.33,8.0,2022,119
4.0,11:11,1.0,10.0,LAR 36,24.0,14.0,"Penalty on Allen Robinson: Taunting / Offense, 15 yards (accepted) (no play)",1.33,0.34,8.0,2022,119
4.0,10:49,1.0,10.0,LAR 21,24.0,14.0,Matthew Stafford pass incomplete short right intended for Tyler Higbee,0.34,-0.2,8.0,2022,119
4.0,10:44,2.0,10.0,LAR 21,24.0,14.0,Matthew Stafford pass complete short right to Darrell Henderson for 7 yards (tackle by Charvarius Ward),-0.2,0.04,8.0,2022,119
4.0,10:00,3.0,3.0,LAR 28,24.0,14.0,Matthew Stafford pass incomplete short left intended for Tyler Higbee,0.04,-1.5,8.0,2022,119
4.0,9:55,4.0,3.0,LAR 28,24.0,14.0,Riley Dixon punts 45 yards out of bounds,-1.5,-0.74,8.0,2022,119
4.0,9:47,1.0,10.0,SFO 27,24.0,14.0,Christian McCaffrey up the middle for 3 yards (tackle by Aaron Donald),0.74,0.6,8.0,2022,119
4.0,9:08,2.0,7.0,SFO 30,24.0,14.0,Jimmy Garoppolo pass complete deep left to Ross Dwelley for 56 yards (tackle by Derion Kendrick),0.6,4.65,8.0,2022,119
4.0,8:19,1.0,10.0,LAR 14,24.0,14.0,Christian McCaffrey right tackle for 2 yards (tackle by Ernest Jones and Nick Scott),4.65,4.33,8.0,2022,119
4.0,7:34,2.0,8.0,LAR 12,24.0,14.0,Christian McCaffrey right end for 5 yards (tackle by Greg Gaines and Nick Scott),4.33,4.5,8.0,2022,119
4.0,6:48,3.0,3.0,LAR 7,30.0,14.0,"Jimmy Garoppolo pass complete to George Kittle for 7 yards, touchdown",4.5,7.0,8.0,2022,119
4.0,6:41,,,LAR 15,31.0,14.0,Robbie Gould kicks extra point good,0.0,0.0,8.0,2022,119
4.0,6:41,,,SFO 35,31.0,14.0,"Robbie Gould kicks off 65 yards, returned by Brandon Powell for 21 yards (tackle by Demetrius Flannigan-Fowles)",0.0,0.34,8.0,2022,119
4.0,6:37,1.0,10.0,LAR 21,31.0,14.0,Matthew Stafford pass complete short right to Tyler Higbee for 5 yards (tackle by Oren Burks),0.34,0.48,8.0,2022,119
4.0,6:16,2.0,5.0,LAR 26,31.0,14.0,Matthew Stafford sacked by Nick Bosa for -11 yards,0.48,-1.96,8.0,2022,119
4.0,5:35,3.0,16.0,LAR 15,31.0,14.0,Darrell Henderson left end for 6 yards (tackle by Fred Warner and Oren Burks),-1.96,-1.96,8.0,2022,119
4.0,4:56,4.0,10.0,LAR 21,31.0,14.0,"Riley Dixon punts 58 yards, returned by Ray-Ray McCloud for 15 yards (tackle by Christian Rozeboom and Jake Hummel)",-1.96,-1.33,8.0,2022,119
4.0,4:43,1.0,10.0,SFO 36,31.0,14.0,Christian McCaffrey left end for 3 yards (tackle by Justin Hollins and Jalen Ramsey),1.33,1.2,8.0,2022,119
4.0,3:59,2.0,7.0,SFO 39,31.0,14.0,Christian McCaffrey up the middle for 3 yards (tackle by A'Shawn Robinson),1.2,0.89,8.0,2022,119
4.0,3:16,3.0,4.0,SFO 42,31.0,14.0,Christian McCaffrey up the middle for no gain (tackle by Aaron Donald),0.89,-0.59,8.0,2022,119
4.0,2:30,4.0,4.0,SFO 42,31.0,14.0,"Mitch Wishnowsky punts 49 yards, returned by Brandon Powell for no gain (tackle by Samuel Womack)",-0.59,0.38,8.0,2022,119
4.0,2:24,1.0,10.0,LAR 9,31.0,14.0,Malcolm Brown left tackle for 4 yards (tackle by Samson Ebukam and Jimmie Ward),-0.38,-0.48,8.0,2022,119
4.0,2:00,2.0,6.0,LAR 13,31.0,14.0,Malcolm Brown left tackle for 2 yards (tackle by Oren Burks),-0.48,-0.72,8.0,2022,119
4.0,1:19,3.0,4.0,LAR 15,31.0,14.0,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Fred Warner),-0.72,0.34,8.0,2022,119
4.0,1:02,,,,,,Timeout #2 by Los Angeles Rams,,,8.0,2022,119
4.0,1:02,1.0,10.0,LAR 21,31.0,14.0,Malcolm Brown left tackle for 4 yards (tackle by Hassan Ridgeway),0.34,0.34,8.0,2022,119
4.0,0:28,2.0,6.0,LAR 25,31.0,14.0,Matthew Stafford kneels for -2 yards,0.34,-0.63,8.0,2022,119
