Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jimmy Garoppolo,SFO,1,3,0,3,8.0,2022,119
Christian McCaffrey,SFO,18,94,1,25,8.0,2022,119
Jeff Wilson,SFO,4,14,0,12,8.0,2022,119
Brandon Aiyuk,SFO,0,0,0,0,8.0,2022,119
Ross Dwelley,SFO,0,0,0,0,8.0,2022,119
George Kittle,SFO,0,0,0,0,8.0,2022,119
Ray-Ray McCloud,SFO,0,0,0,0,8.0,2022,119
Tyler Kroft,SFO,0,0,0,0,8.0,2022,119
Matthew Stafford,LAR,2,-1,1,1,8.0,2022,119
Ronnie Rivers,LAR,8,21,0,5,8.0,2022,119
Darrell Henderson,LAR,4,16,0,6,8.0,2022,119
Cooper Kupp,LAR,2,10,0,5,8.0,2022,119
Malcolm Brown,LAR,5,10,0,4,8.0,2022,119
Allen Robinson,LAR,0,0,0,0,8.0,2022,119
Tyler Higbee,LAR,0,0,0,0,8.0,2022,119
Ben Skowronek,LAR,0,0,0,0,8.0,2022,119
