Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tyler Allgeier,ATL,8,20,0,1.0,7,0.9,13,1.6,1,8.0,10.0,2022,137
Caleb Huntley,ATL,5,32,0,2.0,31,6.2,1,0.2,0,,10.0,2022,137
Cordarrelle Patterson,ATL,5,18,0,,9,1.8,9,1.8,0,,10.0,2022,137
Avery Williams,ATL,4,25,0,1.0,22,5.5,3,0.8,0,,10.0,2022,137
Marcus Mariota,ATL,3,43,0,2.0,17,5.7,26,8.7,0,,10.0,2022,137
D'Onta Foreman,CAR,31,130,1,7.0,63,2.0,67,2.2,3,10.3,10.0,2022,137
Raheem Blackshear,CAR,6,32,0,2.0,16,2.7,16,2.7,1,6.0,10.0,2022,137
Chuba Hubbard,CAR,5,14,0,1.0,12,2.4,2,0.4,0,,10.0,2022,137
P.J. Walker,CAR,3,14,0,2.0,6,2.0,8,2.7,1,3.0,10.0,2022,137
Laviska Shenault Jr.,CAR,2,42,1,1.0,42,21.0,0,0.0,0,,10.0,2022,137
