#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:39,DET 25,14,7:18,68,Field Goal,0,Lions,10.0,2022,143
2,2,14:44,DET 20,13,7:26,80,Touchdown,0,Lions,10.0,2022,143
3,2,0:12,DET 44,1,0:12,0,End of Half,0,Lions,10.0,2022,143
4,3,15:00,DET 25,3,2:05,7,Punt,0,Lions,10.0,2022,143
5,3,7:36,DET 25,5,3:27,6,Punt,0,Lions,10.0,2022,143
6,3,2:43,DET 40,5,2:43,9,Punt,0,Lions,10.0,2022,143
7,4,13:35,DET 45,4,1:58,55,Touchdown,0,Lions,10.0,2022,143
8,4,9:11,DET 25,3,1:33,8,Punt,0,Lions,10.0,2022,143
9,4,5:23,DET 9,8,3:02,91,Touchdown,0,Lions,10.0,2022,143
10,4,1:04,CHI 22,4,1:04,9,End of Game,0,Lions,10.0,2022,143
