Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Courtland Sutton,DEN,11,6,66,0,3.0,58,9.7,8,1.3,10.9,0,,1,9.1,1,34.7,10.0,2022,141
Melvin Gordon,DEN,6,4,46,0,3.0,6,1.5,40,10.0,1.3,0,,1,16.7,0,89.6,10.0,2022,141
Kendall Hinton,DEN,5,4,62,0,2.0,25,6.3,37,9.3,8.4,0,,0,0.0,0,118.3,10.0,2022,141
Latavius Murray,DEN,3,3,23,0,0.0,-6,-2.0,29,9.7,-2.0,0,,0,0.0,0,98.6,10.0,2022,141
Greg Dulcich,DEN,4,1,11,0,1.0,6,6.0,5,5.0,14.8,0,,0,0.0,0,39.6,10.0,2022,141
Chase Edmonds,DEN,2,1,0,0,,-5,-5.0,5,5.0,-2.5,0,,0,0.0,0,56.2,10.0,2022,141
Jalen Virgil,DEN,1,1,66,1,1.0,26,26.0,40,40.0,26.0,0,,0,0.0,0,158.3,10.0,2022,141
Eric Saubert,DEN,1,1,12,0,,-1,-1.0,13,13.0,-1.0,0,,0,0.0,0,116.7,10.0,2022,141
Tyrie Cleveland,DEN,3,0,0,0,,0,,0,,22.7,0,,0,0.0,0,39.6,10.0,2022,141
Montrell Washington,DEN,1,0,0,0,,0,,0,,39.0,0,,0,0.0,0,39.6,10.0,2022,141
Eric Tomlinson,DEN,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6,10.0,2022,141
Jerry Jeudy,DEN,1,0,0,0,,0,,0,,41.0,0,,0,0.0,0,39.6,10.0,2022,141
Austin Hooper,TEN,7,5,41,0,2.0,25,5.0,16,3.2,7.3,0,,0,0.0,0,86.0,10.0,2022,141
Nick Westbrook-Ikhine,TEN,8,5,119,2,5.0,68,13.6,51,10.2,10.6,0,,0,0.0,0,145.8,10.0,2022,141
Treylon Burks,TEN,6,3,24,0,1.0,5,1.7,19,6.3,3.3,0,,1,16.7,0,60.4,10.0,2022,141
Derrick Henry,TEN,3,2,14,0,0.0,8,4.0,6,3.0,2.3,0,,1,33.3,0,77.1,10.0,2022,141
Robert Woods,TEN,7,2,10,0,2.0,9,4.5,1,0.5,7.9,0,,0,0.0,0,39.6,10.0,2022,141
Chigoziem Okonkwo,TEN,2,1,41,0,1.0,16,16.0,25,25.0,16.5,0,,0,0.0,0,95.8,10.0,2022,141
Dontrell Hilliard,TEN,2,1,6,0,,-4,-4.0,10,10.0,-2.5,0,,1,50.0,0,56.2,10.0,2022,141
Geoff Swaim,TEN,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6,10.0,2022,141
