Player,Pos,home_team,team,week,year,game_id
Kirk Cousins,QB,0,Vikings,10.0,2022,139
Dalvin Cook,RB,0,Vikings,10.0,2022,139
Adam Thielen,WR,0,Vikings,10.0,2022,139
K.J. Osborn,WR,0,Vikings,10.0,2022,139
Justin Jefferson,WR,0,Vikings,10.0,2022,139
T.J. Hockenson,TE,0,Vikings,10.0,2022,139
Brian O'Neill,T,0,Vikings,10.0,2022,139
Christian Darrisaw,T,0,Vikings,10.0,2022,139
Ed Ingram,G,0,Vikings,10.0,2022,139
Ezra Cleveland,G,0,Vikings,10.0,2022,139
Garrett Bradbury,C,0,Vikings,10.0,2022,139
Jonathan Bullard,DL,0,Vikings,10.0,2022,139
Harrison Phillips,DT,0,Vikings,10.0,2022,139
Danielle Hunter,OLB,0,Vikings,10.0,2022,139
Jordan Hicks,LB,0,Vikings,10.0,2022,139
Eric Kendricks,LB,0,Vikings,10.0,2022,139
Za'Darius Smith,LB,0,Vikings,10.0,2022,139
Akayleb Evans,CB,0,Vikings,10.0,2022,139
Patrick Peterson,CB,0,Vikings,10.0,2022,139
Chandon Sullivan,CB,0,Vikings,10.0,2022,139
Camryn Bynum,S,0,Vikings,10.0,2022,139
Harrison Smith,S,0,Vikings,10.0,2022,139
