Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Matt Ryan,IND,0,0,10.0,2022,146
Jonathan Taylor,IND,0,0,10.0,2022,146
Jordan Wilkins,IND,0,0,10.0,2022,146
Zack Moss,IND,0,0,10.0,2022,146
Parris Campbell,IND,0,0,10.0,2022,146
Kylen Granson,IND,0,0,10.0,2022,146
Michael Pittman Jr.,IND,1,0,10.0,2022,146
Keke Coutee,IND,1,1,10.0,2022,146
Alec Pierce,IND,0,0,10.0,2022,146
Derek Carr,LVR,0,0,10.0,2022,146
Josh Jacobs,LVR,0,0,10.0,2022,146
Davante Adams,LVR,0,0,10.0,2022,146
Foster Moreau,LVR,0,0,10.0,2022,146
Ameer Abdullah,LVR,0,0,10.0,2022,146
Mack Hollins,LVR,0,0,10.0,2022,146
Keelan Cole,LVR,0,0,10.0,2022,146
Zamir White,LVR,0,0,10.0,2022,146
