Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA,week,year,game_id
2.0,1:44,1.0,10.0,LAR 44,10.0,3.0,John Wolford pass incomplete short middle intended for Ben Skowronek,1.86,1.32,10.0,2022,148
2.0,1:34,2.0,10.0,LAR 44,10.0,3.0,"John Wolford pass incomplete short middle Replay Assistant challenged the fumble ruling, and the original play was overturned. John Wolford sacked by Myjai Sanders for -9 yards. John Wolford fumbles (forced by Myjai Sanders), recovered by J.J. Watt at LA-30",1.32,-3.58,10.0,2022,148
2.0,1:34,,,,,,Timeout #1 by Arizona Cardinals,,,10.0,2022,148
2.0,1:34,1.0,10.0,LAR 30,10.0,3.0,Colt McCoy pass complete short middle to Rondale Moore for 13 yards (tackle by Taylor Rapp),3.58,4.44,10.0,2022,148
2.0,1:12,1.0,10.0,LAR 17,10.0,3.0,James Conner up the middle for 5 yards (tackle by Aaron Donald and Bobby Wagner),4.44,4.69,10.0,2022,148
2.0,0:40,2.0,5.0,LAR 12,10.0,3.0,Colt McCoy pass complete short middle to Rondale Moore for 6 yards (tackle by Ernest Jones),4.69,5.83,10.0,2022,148
2.0,0:33,,,,,,Timeout #2 by Arizona Cardinals,,,10.0,2022,148
2.0,0:33,1.0,6.0,LAR 6,10.0,3.0,Colt McCoy pass incomplete short left intended for DeAndre Hopkins,5.83,4.95,10.0,2022,148
2.0,0:29,2.0,6.0,LAR 6,16.0,3.0,"Colt McCoy pass complete short left to A.J. Green for 6 yards, touchdown",4.95,7.0,10.0,2022,148
2.0,0:24,,,LAR 15,17.0,3.0,Tristan Vizcaino kicks extra point good,0.0,0.0,10.0,2022,148
2.0,0:24,,,ARI 35,17.0,3.0,"Tristan Vizcaino kicks off 70 yards, returned by Brandon Powell for 17 yards (tackle by Chris Banjo). Penalty on Robert Rochell: Offensive Illegal Block Above the Waist, 6 yards (accepted)",0.0,-0.38,10.0,2022,148
2.0,0:19,1.0,10.0,LAR 6,17.0,3.0,John Wolford kneels for -1 yards,-0.38,-0.85,10.0,2022,148
3.0,15:00,,,LAR 35,17.0,3.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,148
3.0,15:00,1.0,10.0,ARI 25,17.0,3.0,Colt McCoy pass incomplete short right intended for Stephen Anderson,0.61,0.06,10.0,2022,148
3.0,14:56,2.0,10.0,ARI 25,17.0,3.0,James Conner up the middle for 7 yards (tackle by Nick Scott and A'Shawn Robinson),0.06,0.3,10.0,2022,148
3.0,14:11,3.0,3.0,ARI 32,17.0,3.0,"Colt McCoy pass incomplete short left intended for Rondale Moore. Penalty on Ernest Jones: Defensive Pass Interference, 3 yards (accepted) (no play)",0.3,1.27,10.0,2022,148
3.0,14:08,1.0,10.0,ARI 35,17.0,3.0,"James Conner right tackle for no gain (tackle by Troy Hill and Taylor Rapp). Penalty on Lecitus Smith: Offensive Holding, 10 yards (accepted) (no play)",1.27,0.61,10.0,2022,148
3.0,13:38,1.0,20.0,ARI 25,17.0,3.0,Colt McCoy pass incomplete short right intended for Rondale Moore,0.61,-0.63,10.0,2022,148
3.0,13:30,2.0,20.0,ARI 25,17.0,3.0,Keaontay Ingram up the middle for 5 yards (tackle by Russ Yeast),-0.63,-0.63,10.0,2022,148
3.0,12:53,3.0,15.0,ARI 30,17.0,3.0,Colt McCoy pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Nick Scott),-0.63,-0.78,10.0,2022,148
3.0,12:22,4.0,6.0,ARI 39,17.0,3.0,"Andy Lee punts 46 yards, returned by Brandon Powell for 11 yards (tackle by Stephen Anderson)",-0.78,-0.67,10.0,2022,148
3.0,12:11,1.0,10.0,LAR 26,17.0,3.0,Cam Akers right guard for 10 yards (tackle by Antonio Hamilton),0.67,1.33,10.0,2022,148
3.0,11:37,1.0,10.0,LAR 36,17.0,3.0,Cam Akers right end for -3 yards (tackle by Zaven Collins and Zach Allen),1.33,0.39,10.0,2022,148
3.0,10:58,2.0,13.0,LAR 33,17.0,3.0,"Penalty on Myjai Sanders: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.39,1.06,10.0,2022,148
3.0,10:36,2.0,8.0,LAR 38,17.0,3.0,John Wolford sacked by J.J. Watt for -6 yards,1.06,-0.43,10.0,2022,148
3.0,9:51,,,,,,Timeout #1 by Los Angeles Rams,,,10.0,2022,148
3.0,9:51,3.0,14.0,LAR 32,17.0,3.0,Bryce Perkins right tackle for 8 yards (tackle by Budda Baker),-0.43,-0.72,10.0,2022,148
3.0,9:05,4.0,6.0,LAR 40,17.0,3.0,"Riley Dixon punts 60 yards, touchback.",-0.72,-0.28,10.0,2022,148
3.0,8:57,1.0,10.0,ARI 20,17.0,3.0,"Colt McCoy pass incomplete short right. Penalty on Colt McCoy: Intentional Grounding, 12 yards (accepted)",0.28,-1.66,10.0,2022,148
3.0,8:53,2.0,22.0,ARI 8,17.0,3.0,James Conner left tackle for 6 yards (tackle by Taylor Rapp),-1.66,-2.03,10.0,2022,148
3.0,8:16,3.0,16.0,ARI 14,17.0,3.0,James Conner right tackle for 1 yard (tackle by Ernest Jones and Aaron Donald),-2.03,-2.44,10.0,2022,148
3.0,7:40,4.0,15.0,ARI 15,17.0,3.0,"Andy Lee punts 45 yards, returned by Brandon Powell for 1 yard (tackle by Kamu Grugier-Hill)",-2.44,-1.66,10.0,2022,148
3.0,7:31,1.0,10.0,LAR 41,17.0,3.0,John Wolford pass complete short left to Tyler Higbee for 25 yards (tackle by Budda Baker),1.66,3.31,10.0,2022,148
3.0,6:50,1.0,10.0,ARI 34,17.0,3.0,John Wolford pass incomplete short right intended for Ben Skowronek,3.31,2.77,10.0,2022,148
3.0,6:42,2.0,10.0,ARI 34,17.0,3.0,John Wolford pass complete short right to Allen Robinson for 13 yards (tackle by Zach Allen),2.77,4.17,10.0,2022,148
3.0,5:56,1.0,10.0,ARI 21,17.0,3.0,John Wolford pass complete short right to Tyler Higbee for 11 yards (tackle by Ben Niemann and Leki Fotu),4.17,4.91,10.0,2022,148
3.0,5:12,1.0,10.0,ARI 10,17.0,3.0,Bryce Perkins left end for -4 yards (tackle by Isaiah Simmons),4.91,3.58,10.0,2022,148
3.0,4:33,2.0,14.0,ARI 14,17.0,3.0,"John Wolford pass incomplete short middle intended for Ben Skowronek (defended by Myjai Sanders). Penalty on J.J. Watt: Defensive Delay of Game, 5 yards (accepted)",3.58,3.36,10.0,2022,148
3.0,4:29,3.0,9.0,ARI 9,17.0,3.0,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.36,4.49,10.0,2022,148
3.0,4:29,3.0,4.0,ARI 4,17.0,9.0,"Darrell Henderson up the middle for 4 yards, touchdown",4.49,7.0,10.0,2022,148
3.0,4:24,,,ARI 15,17.0,10.0,Matt Gay kicks extra point good,0.0,0.0,10.0,2022,148
3.0,4:24,,,LAR 35,17.0,10.0,"Matt Gay kicks off 58 yards, returned by Eno Benjamin for 10 yards (tackle by Jake Gervase)",0.0,-0.22,10.0,2022,148
3.0,4:19,1.0,10.0,ARI 15,17.0,10.0,Colt McCoy pass complete short left to James Conner for 8 yards (tackle by Bobby Wagner and Taylor Rapp),-0.22,0.48,10.0,2022,148
3.0,3:44,2.0,2.0,ARI 23,17.0,10.0,James Conner up the middle for 1 yard (tackle by Aaron Donald and Jalen Ramsey),0.48,-0.27,10.0,2022,148
3.0,3:01,3.0,1.0,ARI 24,17.0,10.0,James Conner up the middle for 4 yards (tackle by Bobby Wagner and Justin Hollins),-0.27,0.81,10.0,2022,148
3.0,2:20,1.0,10.0,ARI 28,17.0,10.0,Colt McCoy pass complete deep left to DeAndre Hopkins for 25 yards (tackle by Jalen Ramsey),0.81,2.46,10.0,2022,148
3.0,1:44,1.0,10.0,LAR 47,17.0,10.0,James Conner left tackle for 4 yards (tackle by Ernest Jones),2.46,2.45,10.0,2022,148
3.0,1:19,2.0,6.0,LAR 43,17.0,10.0,Colt McCoy sacked by Leonard Floyd for -9 yards,2.45,0.56,10.0,2022,148
3.0,0:39,3.0,15.0,ARI 48,17.0,10.0,Colt McCoy pass complete short right to Rondale Moore for 2 yards (tackle by Ernest Jones),0.56,-0.06,10.0,2022,148
4.0,15:00,4.0,13.0,ARI 50,17.0,10.0,"Andy Lee punts 38 yards, fair catch by Brandon Powell at LA-12",-0.06,0.35,10.0,2022,148
4.0,14:54,1.0,10.0,LAR 12,17.0,10.0,John Wolford pass incomplete short right intended for Cooper Kupp,-0.35,-0.78,10.0,2022,148
4.0,14:48,2.0,10.0,LAR 12,17.0,10.0,John Wolford pass complete short left to Allen Robinson for 10 yards (tackle by Ben Niemann),-0.78,0.41,10.0,2022,148
4.0,14:24,1.0,10.0,LAR 22,17.0,10.0,"John Wolford pass incomplete deep left intended for Cooper Kupp. Penalty on Ty Nsekhe: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.41,-0.66,10.0,2022,148
4.0,14:18,1.0,20.0,LAR 12,17.0,10.0,Darrell Henderson up the middle for 4 yards (tackle by Myjai Sanders),-0.66,-1.08,10.0,2022,148
4.0,13:41,2.0,16.0,LAR 16,17.0,10.0,John Wolford pass complete short right to Tyler Higbee for 8 yards (tackle by Budda Baker),-1.08,-0.56,10.0,2022,148
4.0,13:01,3.0,8.0,LAR 24,17.0,10.0,John Wolford pass incomplete deep middle intended for Brandon Powell,-0.56,-1.77,10.0,2022,148
4.0,12:55,4.0,8.0,LAR 24,17.0,10.0,"Riley Dixon punts 53 yards, returned by Greg Dortch for 17 yards (tackle by Jared Pinkney)",-1.77,-1.6,10.0,2022,148
4.0,12:44,1.0,10.0,ARI 40,17.0,10.0,Colt McCoy pass complete short left to DeAndre Hopkins for 6 yards (tackle by Jalen Ramsey),1.6,1.86,10.0,2022,148
4.0,12:08,2.0,4.0,ARI 46,17.0,10.0,James Conner up the middle for 3 yards (tackle by Bobby Brown and Aaron Donald),1.86,1.55,10.0,2022,148
4.0,11:27,3.0,1.0,ARI 49,17.0,10.0,James Conner up the middle for 3 yards (tackle by Leonard Floyd),1.55,2.39,10.0,2022,148
4.0,10:45,1.0,10.0,LAR 48,17.0,10.0,James Conner right tackle for 2 yards (tackle by Marquise Copeland and Bobby Wagner),2.39,2.12,10.0,2022,148
4.0,10:02,2.0,8.0,LAR 46,17.0,10.0,Colt McCoy sacked by Bobby Wagner for -9 yards,2.12,0.23,10.0,2022,148
4.0,9:19,,,,,,Timeout #1 by Arizona Cardinals,,,10.0,2022,148
4.0,9:19,3.0,17.0,ARI 45,17.0,10.0,Colt McCoy pass complete short right to Rondale Moore for 14 yards (tackle by Nick Scott),0.23,0.53,10.0,2022,148
4.0,8:45,,,,,,Timeout #2 by Los Angeles Rams,,,10.0,2022,148
4.0,8:45,4.0,3.0,LAR 41,17.0,10.0,Colt McCoy pass complete deep left to Rondale Moore for 26 yards (tackle by David Long),0.53,4.58,10.0,2022,148
4.0,8:32,1.0,10.0,LAR 15,17.0,10.0,James Conner right end for 6 yards (tackle by Nick Scott and Taylor Rapp),4.58,5.03,10.0,2022,148
4.0,7:48,2.0,4.0,LAR 9,23.0,10.0,"James Conner left end for 9 yards, touchdown",5.03,7.0,10.0,2022,148
4.0,7:41,,,LAR 15,24.0,10.0,Tristan Vizcaino kicks extra point good,0.0,0.0,10.0,2022,148
4.0,7:41,,,ARI 35,24.0,10.0,"Tristan Vizcaino kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,148
4.0,7:41,1.0,10.0,LAR 25,24.0,10.0,John Wolford pass incomplete short left intended for Allen Robinson (defended by Antonio Hamilton),0.61,0.06,10.0,2022,148
4.0,7:37,2.0,10.0,LAR 25,24.0,10.0,John Wolford pass complete short middle to Tyler Higbee for 9 yards (tackle by Jalen Thompson and Ben Niemann),0.06,0.56,10.0,2022,148
4.0,7:12,3.0,1.0,LAR 34,24.0,10.0,Darrell Henderson right guard for no gain (tackle by Budda Baker and Markus Golden),0.56,-1.11,10.0,2022,148
4.0,6:38,4.0,1.0,LAR 34,24.0,10.0,Darrell Henderson up the middle for 1 yard (tackle by J.J. Watt),-1.11,1.27,10.0,2022,148
4.0,6:13,1.0,10.0,LAR 35,24.0,10.0,John Wolford pass complete short middle to Van Jefferson for 19 yards (tackle by Zaven Collins),1.27,2.52,10.0,2022,148
4.0,5:49,1.0,10.0,ARI 46,24.0,10.0,John Wolford pass deep middle (defended by Isaiah Simmons) intended for Ben Skowronek is intercepted by Budda Baker at ARI-22 and returned for 53 yards (tackle by Darrell Henderson),2.52,-3.91,10.0,2022,148
4.0,5:33,1.0,10.0,LAR 25,24.0,10.0,James Conner up the middle for -1 yards (tackle by A'Shawn Robinson and Taylor Rapp),3.91,3.23,10.0,2022,148
4.0,4:48,2.0,11.0,LAR 26,24.0,10.0,James Conner up the middle for 3 yards (tackle by Jonah Williams and Ernest Jones),3.23,2.94,10.0,2022,148
4.0,4:33,,,,,,Timeout #3 by Los Angeles Rams,,,10.0,2022,148
4.0,4:33,3.0,8.0,LAR 23,24.0,10.0,"Colt McCoy pass complete short left to Trey McBride for 10 yards (tackle by Troy Hill). Penalty on Josh Jones: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.94,2.28,10.0,2022,148
4.0,4:33,3.0,13.0,LAR 28,24.0,10.0,"Colt McCoy aborted snap, recovered by James Conner at LA-29 (tackle by Aaron Donald)",2.28,1.59,10.0,2022,148
4.0,3:49,4.0,13.0,LAR 28,27.0,10.0,Tristan Vizcaino 46 yard field goal good,1.59,3.0,10.0,2022,148
4.0,3:44,,,ARI 35,27.0,10.0,"Tristan Vizcaino kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,148
4.0,3:44,1.0,10.0,LAR 25,27.0,10.0,Kyren Williams left tackle for 9 yards (tackle by Antonio Hamilton),0.61,1.28,10.0,2022,148
4.0,3:28,2.0,1.0,LAR 34,27.0,10.0,John Wolford pass complete short middle to Kyren Williams for 10 yards (tackle by Antonio Hamilton),1.28,1.86,10.0,2022,148
4.0,2:59,1.0,10.0,LAR 44,27.0,10.0,John Wolford pass complete short middle to Tyler Higbee for 7 yards (tackle by Isaiah Simmons),1.86,2.26,10.0,2022,148
4.0,2:39,2.0,3.0,ARI 49,27.0,10.0,John Wolford pass complete short left to Kyren Williams for 6 yards (tackle by Isaiah Simmons),2.26,2.72,10.0,2022,148
4.0,2:13,1.0,10.0,ARI 43,27.0,10.0,John Wolford pass complete short right to Tyler Higbee for 3 yards (tackle by Antonio Hamilton),2.72,2.58,10.0,2022,148
4.0,2:09,2.0,7.0,ARI 40,27.0,10.0,"Penalty on Leki Fotu: Encroachment, 5 yards (accepted) (no play)",2.58,3.26,10.0,2022,148
4.0,2:09,2.0,2.0,ARI 35,27.0,10.0,John Wolford pass complete short right to Van Jefferson for 5 yards (tackle by Marco Wilson),3.26,3.58,10.0,2022,148
4.0,2:00,1.0,10.0,ARI 30,27.0,10.0,John Wolford pass complete short left to Ben Skowronek for 6 yards (tackle by Isaiah Simmons),3.58,3.84,10.0,2022,148
4.0,1:39,2.0,4.0,ARI 24,27.0,10.0,John Wolford pass complete short left to Kyren Williams for 14 yards (tackle by Trayvon Mullen),3.84,4.91,10.0,2022,148
4.0,1:16,1.0,10.0,ARI 10,27.0,10.0,John Wolford sacked by Zach Allen for -4 yards,4.91,3.58,10.0,2022,148
4.0,0:39,2.0,14.0,ARI 14,27.0,10.0,John Wolford pass complete short right to Brycen Hopkins for 11 yards (tackle by Markus Golden and Marco Wilson),3.58,4.72,10.0,2022,148
4.0,0:14,,,,,,Timeout #2 by Arizona Cardinals,,,10.0,2022,148
4.0,0:14,3.0,3.0,ARI 3,27.0,16.0,"John Wolford pass complete short left to Van Jefferson for 3 yards, touchdown",4.72,7.0,10.0,2022,148
