Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Dak Prescott,DAL,4,6,0,2,10.0,2022,147
Tony Pollard,DAL,22,115,1,14,10.0,2022,147
Malik Davis,DAL,5,38,0,17,10.0,2022,147
CeeDee Lamb,DAL,0,0,0,0,10.0,2022,147
Dalton Schultz,DAL,0,0,0,0,10.0,2022,147
Michael Gallup,DAL,0,0,0,0,10.0,2022,147
KaVontae Turpin,DAL,0,0,0,0,10.0,2022,147
Noah Brown,DAL,0,0,0,0,10.0,2022,147
Sean McKeon,DAL,0,0,0,0,10.0,2022,147
Peyton Hendershot,DAL,0,0,0,0,10.0,2022,147
Aaron Rodgers,GNB,2,4,0,7,10.0,2022,147
Aaron Jones,GNB,24,138,1,30,10.0,2022,147
AJ Dillon,GNB,13,65,0,17,10.0,2022,147
Christian Watson,GNB,0,0,0,0,10.0,2022,147
Sammy Watkins,GNB,0,0,0,0,10.0,2022,147
Allen Lazard,GNB,0,0,0,0,10.0,2022,147
Robert Tonyan,GNB,0,0,0,0,10.0,2022,147
Marcedes Lewis,GNB,0,0,0,0,10.0,2022,147
