Quarter,Time,Tm,Detail,DEN,TEN,week,year,game_id
2.0,8:21,Broncos,Jalen Virgil 66 yard pass from Russell Wilson (Brandon McManus kick),7,0,10.0,2022,141
,2:23,Broncos,Brandon McManus 39 yard field goal,10,0,10.0,2022,141
,0:12,Titans,Nick Westbrook-Ikhine 9 yard pass from Ryan Tannehill (Randy Bullock kick),10,7,10.0,2022,141
3.0,5:14,Titans,Nick Westbrook-Ikhine 63 yard pass from Ryan Tannehill (Randy Bullock kick),10,14,10.0,2022,141
4.0,2:59,Titans,Randy Bullock 35 yard field goal,10,17,10.0,2022,141
