Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Marcus Mariota,ATL,19,30,186,2,1,5,33,28,89.0,10.0,2022,137
Caleb Huntley,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Avery Williams,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Damiere Byrd,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Drake London,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
KhaDarel Hodge,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
MyCole Pruitt,ATL,0,0,0,0,0,0,0,0,,10.0,2022,137
P.J. Walker,CAR,10,16,108,0,0,1,7,43,82.3,10.0,2022,137
D'Onta Foreman,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Raheem Blackshear,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
D.J. Moore,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Shi Smith,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,10.0,2022,137
