Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Foyesade Oluokun,JAX,0,6,5,83.3%,33.0,6.6,5.5,0.0,89.6,4.7,25.0,8.0,1,0,0,0.0,0,7,0,0.0%,10.0,2022,144
Montaric Brown,JAX,0,4,3,75.0%,36.0,12.0,9.0,0.0,102.1,8.0,22.0,14.0,0,0,0,0.0,0,3,1,25.0%,10.0,2022,144
Devin Lloyd,JAX,0,4,3,75.0%,72.0,24.0,18.0,0.0,116.7,4.3,17.0,55.0,1,0,0,0.0,0,3,1,25.0%,10.0,2022,144
Darious Williams,JAX,0,5,3,60.0%,52.0,17.3,10.4,0.0,95.4,12.6,43.0,9.0,0,0,0,0.0,0,3,0,0.0%,10.0,2022,144
Tre Herndon,JAX,0,4,3,75.0%,60.0,20.0,15.0,0.0,116.7,11.8,38.0,22.0,0,0,0,0.0,0,1,1,50.0%,10.0,2022,144
Josh Hines-Allen,JAX,0,2,2,100.0%,21.0,10.5,10.5,1.0,150.0,6.5,13.0,8.0,0,0,1,0.0,1,6,0,0.0%,10.0,2022,144
Rayshawn Jenkins,JAX,0,2,2,100.0%,26.0,13.0,13.0,1.0,158.3,11.5,23.0,3.0,0,0,0,0.0,0,5,1,16.7%,10.0,2022,144
Chad Muma,JAX,0,2,2,100.0%,12.0,6.0,6.0,0.0,91.7,2.5,5.0,7.0,1,0,0,0.0,0,6,0,0.0%,10.0,2022,144
Andre Cisco,JAX,1,2,1,50.0%,7.0,7.0,3.5,1.0,58.3,9.0,6.0,1.0,0,0,0,0.0,0,3,0,0.0%,10.0,2022,144
Tyson Campbell,JAX,0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,4.0,6.0,0.0,0,0,0,0.0,0,2,0,0.0%,10.0,2022,144
Travon Walker,JAX,0,1,0,0.0%,,,0.0,,39.6,-1.0,,,0,0,1,0.0,1,2,0,0.0%,10.0,2022,144
DaVon Hamilton,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,10.0,2022,144
Roy Robertson-Harris,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,10.0,2022,144
L'Jarius Sneed,KAN,0,7,7,100.0%,69.0,9.9,9.9,2.0,147.3,6.1,43.0,26.0,5,1,0,0.0,1,6,0,0.0%,10.0,2022,144
Trent McDuffie,KAN,0,9,6,66.7%,57.0,9.5,6.3,0.0,84.0,12.0,43.0,14.0,1,0,0,0.0,0,7,0,0.0%,10.0,2022,144
Justin Reid,KAN,0,6,5,83.3%,39.0,7.8,6.5,0.0,93.7,7.7,18.0,21.0,0,0,0,0.0,0,7,1,12.5%,10.0,2022,144
Jaylen Watson,KAN,0,2,2,100.0%,20.0,10.0,10.0,0.0,108.3,8.0,16.0,4.0,0,0,0,0.0,0,1,0,0.0%,10.0,2022,144
Juan Thornhill,KAN,0,5,2,40.0%,22.0,11.0,4.4,0.0,53.7,11.2,16.0,6.0,0,0,0,0.0,0,3,0,0.0%,10.0,2022,144
Joshua Williams,KAN,0,3,2,66.7%,9.0,4.5,3.0,0.0,70.1,7.3,3.0,6.0,0,0,0,0.0,0,4,0,0.0%,10.0,2022,144
Nick Bolton,KAN,0,3,2,66.7%,10.0,5.0,3.3,0.0,71.5,-2.0,-1.0,11.0,3,0,0,0.0,0,8,0,0.0%,10.0,2022,144
Chris Jones,KAN,0,1,1,100.0%,24.0,24.0,24.0,0.0,118.7,-4.0,-4.0,28.0,0,0,0,1.5,2,2,0,0.0%,10.0,2022,144
Willie Gay Jr.,KAN,0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,6.0,6.0,4.0,8,0,0,1.0,1,8,0,0.0%,10.0,2022,144
Carlos Dunlap,KAN,0,2,1,50.0%,-1.0,-1.0,-0.5,0.0,56.2,-4.0,-2.0,1.0,0,0,0,0.5,1,5,0,0.0%,10.0,2022,144
Khalen Saunders,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,10.0,2022,144
Leo Chenal,KAN,0,0,0,,,,,,,,,,2,0,0,1.0,1,2,0,0.0%,10.0,2022,144
