Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,0,Chargers,10.0,2022,149
Austin Ekeler,RB,0,Chargers,10.0,2022,149
Michael Bandy,WR,0,Chargers,10.0,2022,149
DeAndre Carter,WR,0,Chargers,10.0,2022,149
Josh Palmer,WR,0,Chargers,10.0,2022,149
Gerald Everett,TE,0,Chargers,10.0,2022,149
Foster Sarell,T,0,Chargers,10.0,2022,149
Matt Feiler,G,0,Chargers,10.0,2022,149
Jamaree Salyer,G,0,Chargers,10.0,2022,149
Zion Johnson,G,0,Chargers,10.0,2022,149
Corey Linsley,C,0,Chargers,10.0,2022,149
Otito Ogbonnia,DT,0,Chargers,10.0,2022,149
Sebastian Joseph-Day,DT,0,Chargers,10.0,2022,149
Khalil Mack,OLB,0,Chargers,10.0,2022,149
Kyle Van Noy,OLB,0,Chargers,10.0,2022,149
Kenneth Murray,LB,0,Chargers,10.0,2022,149
Drue Tranquill,LB,0,Chargers,10.0,2022,149
Asante Samuel Jr.,CB,0,Chargers,10.0,2022,149
Michael Davis,CB,0,Chargers,10.0,2022,149
Nasir Adderley,S,0,Chargers,10.0,2022,149
Derwin James,S,0,Chargers,10.0,2022,149
JT Woods,S,0,Chargers,10.0,2022,149
