Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Cardinals,10.0,5.83,4.53,1.96,0.0,5.36,10.07,-3.62,11.33,-0.48,-2.6,1.54,1.51,-2.34,1.41,10.0,2022,148
Rams,-10.0,-5.36,-10.07,3.62,-11.33,-5.83,-4.53,-1.96,0.0,0.48,-1.54,2.6,2.34,-1.51,-1.41,10.0,2022,148
