Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Davis Mills,HOU,0,0,0,0,0,10.0,2022,142
Dameon Pierce,HOU,3,2,28,0,16,10.0,2022,142
Brandin Cooks,HOU,7,4,37,0,25,10.0,2022,142
Rex Burkhead,HOU,2,2,28,0,15,10.0,2022,142
Jordan Akins,HOU,3,3,72,0,46,10.0,2022,142
Chris Moore,HOU,6,3,70,0,25,10.0,2022,142
Nico Collins,HOU,10,5,49,1,13,10.0,2022,142
Phillip Dorsett,HOU,4,2,22,0,18,10.0,2022,142
Dare Ogunbowale,HOU,1,1,13,0,13,10.0,2022,142
O.J. Howard,HOU,1,0,0,0,0,10.0,2022,142
Daniel Jones,NYG,0,0,0,0,0,10.0,2022,142
Saquon Barkley,NYG,1,1,8,0,8,10.0,2022,142
Matt Breida,NYG,0,0,0,0,0,10.0,2022,142
Darius Slayton,NYG,4,3,95,1,54,10.0,2022,142
Isaiah Hodgins,NYG,2,2,41,0,26,10.0,2022,142
Tanner Hudson,NYG,3,3,24,0,16,10.0,2022,142
Lawrence Cager,NYG,2,2,9,1,9,10.0,2022,142
Kenny Golladay,NYG,2,0,0,0,0,10.0,2022,142
Chris Myarick,NYG,1,0,0,0,0,10.0,2022,142
Wan'Dale Robinson,NYG,2,2,20,0,11,10.0,2022,142
