Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Colts,4.0,10.87,6.58,8.78,-2.58,0.17,-4.74,3.52,0.0,-8.65,-4.24,2.77,1.32,-6.56,-1.94,10.0,2022,146
Raiders,-4.0,-0.17,4.74,-3.52,0.0,-10.87,-6.58,-8.78,2.58,8.65,-2.77,4.24,6.56,-1.32,1.94,10.0,2022,146
