Player,Pos,home_team,team,week,year,game_id
Derek Carr,QB,1,Raiders,10.0,2022,146
Josh Jacobs,RB,1,Raiders,10.0,2022,146
Davante Adams,WR,1,Raiders,10.0,2022,146
Mack Hollins,WR,1,Raiders,10.0,2022,146
Keelan Cole,WR,1,Raiders,10.0,2022,146
Foster Moreau,TE,1,Raiders,10.0,2022,146
Jermaine Eluemunor,OL,1,Raiders,10.0,2022,146
Alex Bars,OL,1,Raiders,10.0,2022,146
Kolton Miller,T,1,Raiders,10.0,2022,146
Dylan Parham,G,1,Raiders,10.0,2022,146
Andre James,C,1,Raiders,10.0,2022,146
Maxx Crosby,DE,1,Raiders,10.0,2022,146
Chandler Jones,DE,1,Raiders,10.0,2022,146
Andrew Billings,DT,1,Raiders,10.0,2022,146
Bilal Nichols,DT,1,Raiders,10.0,2022,146
Jayon Brown,LB,1,Raiders,10.0,2022,146
Luke Masterson,LB,1,Raiders,10.0,2022,146
Rock Ya-Sin,CB,1,Raiders,10.0,2022,146
Sidney Jones,CB,1,Raiders,10.0,2022,146
Anthony Averett,CB,1,Raiders,10.0,2022,146
Tre'von Moehrig,S,1,Raiders,10.0,2022,146
Duron Harmon,S,1,Raiders,10.0,2022,146
