#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CLE 47,4,2:47,53,Touchdown,0,Browns,10.0,2022,140
2,1,6:13,CLE 25,12,6:00,44,Fumble,0,Browns,10.0,2022,140
3,2,11:05,CLE 25,9,5:30,33,Downs,0,Browns,10.0,2022,140
4,2,2:08,CLE 15,4,0:46,5,Punt,0,Browns,10.0,2022,140
5,2,0:32,CLE 17,1,0:32,-13,End of Half,0,Browns,10.0,2022,140
6,3,11:35,CLE 25,11,4:39,56,Field Goal,0,Browns,10.0,2022,140
7,3,0:37,CLE 24,7,2:28,76,Touchdown,0,Browns,10.0,2022,140
8,4,8:15,CLE 25,4,1:02,-5,Downs,0,Browns,10.0,2022,140
9,4,7:07,CLE 25,11,3:02,39,Downs,0,Browns,10.0,2022,140
