Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Christian Kirk,JAX,12,9,105,2,7.0,78,8.7,27,3.0,8.4,1,9.0,1,8.3,0,140.6,10.0,2022,144
Zay Jones,JAX,10,8,68,0,4.0,47,5.9,21,2.6,8.6,0,,0,0.0,0,95.0,10.0,2022,144
Jamal Agnew,JAX,4,3,4,0,,-7,-2.3,11,3.7,1.3,0,,0,0.0,0,77.1,10.0,2022,144
Evan Engram,JAX,4,3,14,0,1.0,2,0.7,12,4.0,7.5,0,,0,0.0,0,79.2,10.0,2022,144
Travis Etienne,JAX,3,3,28,0,1.0,-14,-4.7,42,14.0,-4.7,0,,0,0.0,0,105.6,10.0,2022,144
Dan Arnold,JAX,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,10.0,2022,144
Marvin Jones,JAX,3,1,33,0,1.0,29,29.0,4,4.0,24.7,0,,0,0.0,0,75.7,10.0,2022,144
Jamycal Hasty,JAX,2,1,-1,0,,-2,-2.0,1,1.0,-4.0,0,,1,50.0,0,56.2,10.0,2022,144
Travis Kelce,KAN,7,6,81,1,5.0,42,7.0,39,6.5,6.0,0,,0,0.0,0,154.5,10.0,2022,144
Jerick McKinnon,KAN,8,6,56,0,3.0,12,2.0,44,7.3,3.4,0,,1,12.5,1,54.2,10.0,2022,144
Kadarius Toney,KAN,5,4,57,1,3.0,26,6.5,31,7.8,7.0,2,2.0,1,20.0,0,153.7,10.0,2022,144
Marquez Valdes-Scantling,KAN,4,3,60,1,2.0,56,18.7,4,1.3,17.5,0,,0,0.0,0,156.2,10.0,2022,144
Noah Gray,KAN,2,2,20,1,1.0,15,7.5,5,2.5,7.5,0,,0,0.0,0,147.9,10.0,2022,144
JuJu Smith-Schuster,KAN,4,2,33,0,2.0,30,15.0,3,1.5,11.5,0,,1,25.0,0,78.1,10.0,2022,144
Jody Fortson,KAN,1,1,6,0,,1,1.0,5,5.0,1.0,0,,0,0.0,0,91.7,10.0,2022,144
Skyy Moore,KAN,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7,10.0,2022,144
Justin Watson,KAN,1,1,12,0,1.0,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7,10.0,2022,144
Clyde Edwards-Helaire,KAN,2,0,0,0,,0,,0,,0.5,0,,0,0.0,0,39.6,10.0,2022,144
